,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed
31,scene-0061,1532402943197769,1532402944127527,c1958768d48640948f6053d04cffd35b,c2721bb7f86f48e58800f40a3b5ad613,"[412.849, 1107.64, 0.0]","[422.729, 1104.393, 0.988]",10.447,5.6,8.21,0,0,0,0,8.29
32,scene-0061,1532402943697655,1532402944627353,c1958768d48640948f6053d04cffd35b,dfcd70bb4efa4ae29a99cf19d3d0cfa0,"[413.902, 1107.148, 0.0]","[423.942, 1104.199, 0.972]",10.509,29.1,8.29,0,0,0,0,8.3
33,scene-0061,1532402944198088,1532402945126725,c1958768d48640948f6053d04cffd35b,4e9a65ceca9a4533aed3cfd6ff8eba08,"[414.964, 1106.652, 0.0]","[425.177, 1104.334, 0.955]",10.516,79.3,8.3,0,0,0,0,8.39
34,scene-0061,1532402944697931,1532402945627355,c1958768d48640948f6053d04cffd35b,2019267b05624caf8cbdf9db842d3cf5,"[415.985, 1106.182, 0.0]","[426.23, 1104.619, 0.938]",10.406,104.6,8.39,0,0,0,2,8.25
35,scene-0061,1532402945197276,1532402946127094,c1958768d48640948f6053d04cffd35b,1263af5649bd4c6caa33272276a0329c,"[417.022, 1105.722, 0.0]","[427.101, 1105.125, 1.022]",10.149,123.8,8.25,0,2,0,6,7.5
36,scene-0061,1532402945697148,1532402946627093,c1958768d48640948f6053d04cffd35b,cad8d5a3f7cc4c55bc44da68369f49da,"[418.165, 1105.272, 0.0]","[427.868, 1105.779, 1.105]",9.779,155.8,7.5,0,6,0,2,6.12
0,scene-0010,1531884391046861,1531884391387959,fabfd803ac214e3290c6e9d3684f98a4,4c05838b14484759a3fc675208f3c454,"[808.817, 1272.432, 0.0]","[773.796, 1221.301, 0.702]",61.978,-138.5,18.58,167,0,210,0,19.77
1,scene-0010,1531884391546186,1531884391888254,fabfd803ac214e3290c6e9d3684f98a4,1ec9abce73b347cc8214487685b108e4,"[807.857, 1270.037, 0.0]","[773.841, 1221.261, 0.723]",59.47,-81.8,19.77,210,0,228,0,21.2
2,scene-0010,1531884392045526,1531884392388054,fabfd803ac214e3290c6e9d3684f98a4,0d78e6545edc4f74ba5505a8c7d9754a,"[806.475, 1267.649, 0.0]","[773.887, 1221.221, 0.745]",56.729,-38.2,21.2,228,0,242,0,22.69
3,scene-0010,1531884392546489,1531884392888108,c5d913c8756b422ab5c9b50a0f62111e,114fa3804f404eeaae193032e1debe18,"[804.8, 1265.257, 0.0]","[787.918, 1236.628, 0.551]",33.24,-16.4,22.69,242,0,246,0,24.21
4,scene-0010,1531884393047484,1531884393387486,fabfd803ac214e3290c6e9d3684f98a4,5814bae1caa44f859fef9a2fff72d503,"[802.847, 1262.73, 0.0]","[773.971, 1221.147, 0.741]",50.631,-9.6,24.21,246,0,246,0,25.77
5,scene-0010,1531884393548493,1531884393887952,fabfd803ac214e3290c6e9d3684f98a4,cf2f1749210e4331b505f3a0ed52cae4,"[800.718, 1260.086, 0.0]","[774.01, 1221.112, 0.715]",47.252,-5.7,25.77,246,0,246,0,27.17
6,scene-0010,1531884394048904,1531884394387920,fabfd803ac214e3290c6e9d3684f98a4,14973e8d82d340159eed629d5fb0a860,"[798.411, 1257.278, 0.0]","[774.049, 1221.078, 0.689]",43.64,-0.4,27.17,246,0,246,0,28.72
7,scene-0010,1531884394548784,1531884394887323,fabfd803ac214e3290c6e9d3684f98a4,1b7c699ee71f43019b7b3b9b8829d711,"[795.986, 1254.351, 0.0]","[774.088, 1221.043, 0.663]",39.867,0.1,28.72,246,0,246,0,30.32
8,scene-0010,1531884395048658,1531884395387467,fabfd803ac214e3290c6e9d3684f98a4,56efbcb743374ea78034009540b1dcae,"[793.424, 1251.278, 0.0]","[774.126, 1221.009, 0.716]",35.905,1.6,30.32,246,0,218,0,31.82
9,scene-0010,1531884395549070,1531884395887539,fabfd803ac214e3290c6e9d3684f98a4,fef9c89e5b6842939b5cd0d116d20b13,"[790.668, 1247.938, 0.0]","[774.165, 1220.975, 0.769]",31.622,-3.9,31.82,218,0,179,0,33.03
10,scene-0010,1531884396049547,1531884396388210,d5c17c0de2d74d4786d6a7316a9e0d06,c86cca4d72c6497db188e1b2117d7480,"[787.817, 1244.45, 0.0]","[755.88, 1198.855, 1.664]",55.692,-2.9,33.03,179,0,159,0,33.89
11,scene-0010,1531884396549976,1531884396887864,d5c17c0de2d74d4786d6a7316a9e0d06,71d0644d3aea4a409a31bb8b74156386,"[784.86, 1240.891, 0.0]","[755.903, 1198.855, 1.655]",51.071,0.4,33.89,159,0,153,0,34.5
12,scene-0010,1531884397049825,1531884397387726,d5c17c0de2d74d4786d6a7316a9e0d06,838fbd7a38764b969e80e4e8806f6765,"[781.807, 1237.209, 0.0]","[755.926, 1198.854, 1.647]",46.3,0.2,34.5,153,0,131,0,35.1
13,scene-0010,1531884397549708,1531884397887847,d5c17c0de2d74d4786d6a7316a9e0d06,9077ddb57e174374a5c6dc2ed8d1e5e3,"[778.694, 1233.397, 0.0]","[755.866, 1198.816, 1.621]",41.469,-0.4,35.1,131,0,128,0,35.5
14,scene-0010,1531884398048515,1531884398387893,d5c17c0de2d74d4786d6a7316a9e0d06,6fdc48f3b54243ec86d2c59505af96b5,"[775.589, 1229.569, 0.0]","[755.806, 1198.777, 1.595]",36.634,0.1,35.5,128,0,105,0,35.9
15,scene-0010,1531884398548392,1531884398888162,d5c17c0de2d74d4786d6a7316a9e0d06,3da543ef9ffd4111a1d00b57332d2a6c,"[772.389, 1225.631, 0.0]","[755.746, 1198.738, 1.569]",31.665,-1.3,35.9,105,0,102,0,36.25
16,scene-0010,1531884399048222,1531884399387958,d5c17c0de2d74d4786d6a7316a9e0d06,de8e948c7fb74881bcfc10ab4cd3f6d1,"[769.175, 1221.673, 0.0]","[755.686, 1198.7, 1.543]",26.685,-0.3,36.25,102,0,92,0,36.39
17,scene-0010,1531884399548083,1531884399888212,3a022bd3447840b2950f89748690dd8f,948660a240ea4f3bac9ef5b58eeec16d,"[765.943, 1217.67, 0.0]","[749.641, 1191.137, 1.639]",31.184,-0.2,36.39,92,0,92,0,36.56
18,scene-0010,1531884400047986,1531884400387291,3a022bd3447840b2950f89748690dd8f,4d9e6cd7c2a74fe2bb86508822a90271,"[762.711, 1213.7, 0.0]","[749.602, 1191.09, 1.633]",26.186,-0.2,36.56,92,0,92,0,36.68
19,scene-0010,1531884400547843,1531884400887343,70c10b504ce240a593762ea69512d5a3,ba0b0f9a241e47ab907f808064e9da50,"[759.469, 1209.695, 0.0]","[729.604, 1165.281, 1.7]",53.548,-0.2,36.68,92,0,92,0,36.81
20,scene-0010,1531884401047729,1531884401388183,70c10b504ce240a593762ea69512d5a3,c62fef2127fe4242ae15473dae01925b,"[756.18, 1205.61, 0.0]","[729.604, 1165.281, 1.684]",48.328,-1.0,36.81,92,0,76,0,36.95
21,scene-0010,1531884401547602,1531884401887447,70c10b504ce240a593762ea69512d5a3,bd881b8b85ad48279a569895998bbc88,"[752.922, 1201.544, 0.0]","[729.604, 1165.281, 1.667]",43.145,0.4,36.95,76,0,76,0,37.01
22,scene-0010,1531884402048028,1531884402388326,70c10b504ce240a593762ea69512d5a3,6905ad4c494044329ffd24c210ffd79f,"[749.671, 1197.508, 0.0]","[729.604, 1165.281, 1.65]",37.999,0.8,37.01,76,0,60,0,37.02
23,scene-0010,1531884402547903,1531884402887934,70c10b504ce240a593762ea69512d5a3,5d8d762834df430da4c92524d5b0b59e,"[746.411, 1193.439, 0.0]","[729.604, 1165.281, 1.608]",32.832,-1.9,37.02,60,0,16,0,36.73
24,scene-0010,1531884403048880,1531884403388159,vehicle_info,aec93c9e494249018012c9f161498f0a,"[743.12, 1189.331, 0.0]","[743.12, 1189.331, 0.0]",99.0,-1.4,36.73,16,0,16,0,36.0
25,scene-0010,1531884403549308,1531884403887816,vehicle_info,8e3bba72c8a54307a9b2994fcf140d71,"[739.893, 1185.278, 0.0]","[739.893, 1185.278, 0.0]",99.0,-1.4,36.0,16,0,22,0,35.26
26,scene-0010,1531884404049746,1531884404387675,vehicle_info,6470f7137b9a44c396c41a09ca5ea56b,"[736.689, 1181.287, 0.0]","[736.689, 1181.287, 0.0]",99.0,-1.4,35.26,22,0,22,0,34.41
27,scene-0010,1531884404549059,1531884404888006,vehicle_info,f420e4f04e314c7ebfbf7cb798afbacc,"[733.568, 1177.391, 0.0]","[733.568, 1177.391, 0.0]",99.0,-0.9,34.41,22,0,22,0,33.7
28,scene-0010,1531884404948875,1531884405387867,vehicle_info,6fa363a1c7fc4aa2aefb9ebc5cd1d343,"[731.145, 1174.337, 0.0]","[731.145, 1174.337, 0.0]",99.0,5.7,33.7,22,0,42,0,32.93
29,scene-0010,1531884405448164,1531884405888001,vehicle_info,175e722f343f40398151b03853044719,"[728.197, 1170.618, 0.0]","[728.197, 1170.618, 0.0]",99.0,9.7,32.93,42,0,52,0,32.62
30,scene-0010,1531884405948603,1531884406388065,vehicle_info,c8163885fad8494d83e35d8dea5a7cf0,"[725.304, 1166.913, 0.0]","[725.304, 1166.913, 0.0]",99.0,14.6,32.62,52,0,55,0,32.42
31,scene-0010,1531884406448514,1531884406888141,vehicle_info,a72ae02b18c9460b9e7c0d71ddc499a0,"[722.55, 1163.225, 0.0]","[722.55, 1163.225, 0.0]",99.0,14.4,32.42,55,0,81,0,32.24
32,scene-0010,1531884406947826,1531884407387963,vehicle_info,05334c5d74b349798d1fc8bd51d64501,"[719.927, 1159.491, 0.0]","[719.927, 1159.491, 0.0]",99.0,9.6,32.24,81,0,94,0,32.32
33,scene-0010,1531884407447670,1531884407887753,vehicle_info,6b0bc69ad63e4480ae6dc8616d0933a9,"[717.422, 1155.718, 0.0]","[717.422, 1155.718, 0.0]",99.0,0.7,32.32,94,0,101,0,32.59
34,scene-0010,1531884407947001,1531884408387657,vehicle_info,9f6791b5542f4cd0a7ac742a0c7147ec,"[715.008, 1151.916, 0.0]","[715.008, 1151.916, 0.0]",99.0,-12.5,32.59,101,0,130,0,32.9
35,scene-0010,1531884408447424,1531884408887388,vehicle_info,94cf5e91efcf473bbfb1ce1ed01e67f3,"[712.552, 1148.021, 0.0]","[712.552, 1148.021, 0.0]",99.0,-18.0,32.9,130,0,151,0,33.3
36,scene-0010,1531884408947316,1531884409387847,vehicle_info,3a6ac4f5b1dc4e339d515bc41f42ffef,"[710.022, 1144.162, 0.0]","[710.022, 1144.162, 0.0]",99.0,-16.6,33.3,151,0,175,0,33.98
0,scene-0041,1532401490648576,1532401491135008,f7f6a39110ae4483841afaa627e37a50,c239ad61ac11493eac4a8522c14223d0,"[1050.754, 583.767, 0.0]","[1000.304, 624.712, 2.107]",65.009,3.8,26.67,0,0,0,0,24.7
1,scene-0041,1532401491147880,1532401491633722,f7f6a39110ae4483841afaa627e37a50,403bc2d7de6148e7ba8220600c4fce0f,"[1047.657, 586.089, 0.0]","[1000.382, 624.614, 2.097]",61.021,8.5,24.7,0,0,0,0,22.88
2,scene-0041,1532401491647812,1532401492133757,f7f6a39110ae4483841afaa627e37a50,6603d1ed9efe4853ae9e74f6b8520e50,"[1044.779, 588.228, 0.0]","[1000.459, 624.517, 2.087]",57.319,31.3,22.88,0,0,0,0,21.39
3,scene-0041,1532401492197400,1532401492633801,vehicle_info,3ce024d9c73e406a910d688504e765e1,"[1041.838, 590.355, 0.0]","[1041.838, 590.355, 0.0]",99.0,72.4,21.39,0,0,26,0,20.26
4,scene-0041,1532401492696739,1532401493133483,vehicle_info,339df3b19d8d4127b2a96b6480f672a8,"[1039.333, 592.002, 0.0]","[1039.333, 592.002, 0.0]",99.0,96.8,20.26,26,0,58,0,19.57
5,scene-0041,1532401493196053,1532401493633048,vehicle_info,a8b145c416944ea29d18a4fe18ad0a77,"[1036.885, 593.323, 0.0]","[1036.885, 593.323, 0.0]",99.0,118.6,19.57,58,0,83,0,19.48
6,scene-0041,1532401493695929,1532401494133361,vehicle_info,91a1b5b5ac1b4862b6b5a7e556ca0227,"[1034.307, 594.336, 0.0]","[1034.307, 594.336, 0.0]",99.0,146.7,19.48,83,0,146,0,19.77
7,scene-0041,1532401494196370,1532401494632766,vehicle_info,a87df67c031042d1bbd4e7f75f246064,"[1031.723, 594.952, 0.0]","[1031.723, 594.952, 0.0]",99.0,157.0,19.77,146,0,218,0,20.64
8,scene-0041,1532401494697384,1532401495133154,vehicle_info,3bae34beb13648d6822fd39c94da2749,"[1029.007, 595.134, 0.0]","[1029.007, 595.134, 0.0]",99.0,156.1,20.64,218,0,232,0,22.11
9,scene-0041,1532401495197802,1532401495632892,c6178ffac0004219ac366c067c8e166c,b1cc5d7e550a42f8b0e0fc6bc5fc48dc,"[1026.226, 594.79, 0.0]","[984.295, 569.755, 1.069]",48.848,147.1,22.11,232,0,232,0,23.65
10,scene-0041,1532401495697651,1532401496132995,vehicle_info,671dea66d87b4cbfa7fd2e2221ce71e9,"[1023.419, 593.841, 0.0]","[1023.419, 593.841, 0.0]",99.0,119.8,23.65,232,0,257,0,25.3
11,scene-0041,1532401496148875,1532401496633430,77dd57eaaeec48368cc3b93d81e50afc,565e689869c0487aac9ccb0d86d6fb5f,"[1020.883, 592.423, 0.0]","[967.811, 527.227, 1.584]",84.082,66.9,25.3,257,0,296,0,27.07
12,scene-0041,1532401496649327,1532401497132785,77dd57eaaeec48368cc3b93d81e50afc,49e190a2f1df48b598020799d16618fd,"[1018.17, 590.345, 0.0]","[967.894, 527.312, 1.418]",80.64,36.8,27.07,296,0,299,0,29.18
13,scene-0041,1532401497149755,1532401497633203,77dd57eaaeec48368cc3b93d81e50afc,019a6b5d6c5545c0a8ba821d7c40944d,"[1015.529, 587.817, 0.0]","[967.977, 527.397, 1.252]",76.898,11.7,29.18,299,0,215,0,31.11
14,scene-0041,1532401497649601,1532401498132702,77dd57eaaeec48368cc3b93d81e50afc,bf69644e63a54a8dbf0130a068fb1de7,"[1012.817, 584.926, 0.0]","[968.061, 527.483, 1.086]",72.828,-1.5,31.11,215,0,166,0,32.41
15,scene-0041,1532401498199237,1532401498632810,77dd57eaaeec48368cc3b93d81e50afc,cc6634a7b7b44167a0ce9770ac5a945e,"[1009.657, 581.434, 0.0]","[967.994, 527.505, 1.052]",68.156,-13.0,32.41,166,0,94,0,33.04
16,scene-0041,1532401498698550,1532401499133007,77dd57eaaeec48368cc3b93d81e50afc,cb4b269405294227a768ddd5185d8b3a,"[1006.599, 578.1, 0.0]","[967.927, 527.527, 1.019]",63.672,-10.4,33.04,94,0,0,0,33.18
17,scene-0041,1532401499197883,1532401499632520,77dd57eaaeec48368cc3b93d81e50afc,9ce0d1f0c69841e89f4bf1db933038e5,"[1003.304, 574.631, 0.0]","[967.86, 527.549, 0.986]",58.941,-8.3,33.18,0,0,0,0,32.83
18,scene-0041,1532401499697196,1532401500133198,77dd57eaaeec48368cc3b93d81e50afc,f85b67cdf3bf45cc8ddf92c48f17ab3d,"[1000.024, 571.307, 0.0]","[967.875, 527.555, 0.981]",54.302,-7.5,32.83,0,0,0,0,32.06
19,scene-0041,1532401500197083,1532401500633192,5914d9b538ea44b9af49ab70cef66eee,9c39971a67504216a97f6e2ea64b50c6,"[996.725, 568.038, 0.0]","[961.365, 528.854, 0.898]",52.787,-1.1,32.06,0,0,0,0,30.9
20,scene-0041,1532401500647201,1532401501133326,5914d9b538ea44b9af49ab70cef66eee,ee1837c6830844208ae061bc07e342be,"[993.739, 565.149, 0.0]","[961.375, 528.813, 0.886]",48.667,0.2,30.9,0,0,0,0,29.73
21,scene-0041,1532401501047523,1532401501632971,5914d9b538ea44b9af49ab70cef66eee,9e59f1d2515e4a5bba891071c664a560,"[991.204, 562.718, 0.0]","[961.385, 528.773, 0.874]",45.191,8.1,29.73,0,0,0,0,28.05
22,scene-0041,1532401501547413,1532401502132629,5914d9b538ea44b9af49ab70cef66eee,857eb3ee83004292bb7278e352ca5580,"[988.061, 559.73, 0.0]","[961.373, 528.752, 0.862]",40.898,10.7,28.05,0,0,0,0,26.16
23,scene-0041,1532401502047832,1532401502632508,5914d9b538ea44b9af49ab70cef66eee,35bf28b716ef46b4bbd321834c0074c9,"[985.128, 556.877, 0.0]","[961.361, 528.73, 0.85]",36.849,13.7,26.16,0,0,0,0,24.08
24,scene-0041,1532401502547169,1532401503133177,5914d9b538ea44b9af49ab70cef66eee,5bb5ba200afa41ae8abea36f6cb7f08c,"[982.397, 554.143, 0.0]","[961.349, 528.709, 0.838]",33.024,14.2,24.08,0,0,0,0,21.79
25,scene-0041,1532401503047048,1532401503633435,5914d9b538ea44b9af49ab70cef66eee,c117fc44c41a4589ab3ddb2b611870f3,"[979.956, 551.599, 0.0]","[961.366, 528.737, 0.84]",29.479,9.2,21.79,0,0,0,0,19.59
26,scene-0041,1532401503547474,1532401504133346,5914d9b538ea44b9af49ab70cef66eee,b7013092782349c3a72ba086259f8ac3,"[977.724, 549.19, 0.0]","[961.382, 528.766, 0.843]",26.171,7.0,19.59,0,0,0,0,17.45
27,scene-0041,1532401504047924,1532401504632947,5914d9b538ea44b9af49ab70cef66eee,2bfdde0b69ab4187a9d1a127d59bf9ad,"[975.755, 546.991, 0.0]","[961.399, 528.794, 0.846]",23.193,8.4,17.45,0,0,0,0,15.1
28,scene-0041,1532401504548339,1532401505133431,5914d9b538ea44b9af49ab70cef66eee,bd8e0032af5b4220ac6293f30818493c,"[974.02, 545.027, 0.0]","[961.416, 528.823, 0.848]",20.547,8.7,15.1,0,0,0,0,12.92
29,scene-0041,1532401505048207,1532401505633868,5914d9b538ea44b9af49ab70cef66eee,e36b842e400441469e77415f387cfa2e,"[972.539, 543.311, 0.0]","[961.433, 528.851, 0.851]",18.252,8.7,12.92,0,0,0,0,10.88
30,scene-0041,1532401505548069,1532401506132880,5914d9b538ea44b9af49ab70cef66eee,a3b00fd5cb2e437288cf9d5a5bc42f29,"[971.252, 541.821, 0.0]","[961.406, 528.854, 0.855]",16.304,8.8,10.88,0,0,0,4,9.04
31,scene-0041,1532401506047956,1532401506633106,5914d9b538ea44b9af49ab70cef66eee,75beeb0796404829a640b3a34ddf79a0,"[970.15, 540.524, 0.0]","[961.379, 528.856, 0.858]",14.622,10.0,9.04,0,4,0,6,7.17
32,scene-0041,1532401506548376,1532401507133736,5914d9b538ea44b9af49ab70cef66eee,844b96e12b024a3785b387e1cacee0ed,"[969.268, 539.467, 0.0]","[961.352, 528.859, 0.862]",13.264,1.9,7.17,0,6,0,7,5.54
33,scene-0041,1532401507048824,1532401507634106,5914d9b538ea44b9af49ab70cef66eee,00f4f521f51b4cba8263eb030580fe17,"[968.546, 538.6, 0.0]","[961.325, 528.862, 0.866]",12.154,3.9,5.54,0,7,0,6,4.08
34,scene-0041,1532401507448620,1532401508132418,5914d9b538ea44b9af49ab70cef66eee,341b6c6c0fa8496eb36cecd9128598ae,"[968.083, 538.032, 0.0]","[961.299, 528.864, 0.87]",11.438,3.9,4.08,0,6,0,6,2.75
35,scene-0041,1532401507949062,1532401508633871,5914d9b538ea44b9af49ab70cef66eee,31bb98c8529640e493320ba1ecd64a34,"[967.625, 537.462, 0.0]","[961.29, 528.826, 0.866]",10.745,2.6,2.75,0,6,0,6,1.53
36,scene-0041,1532401508448897,1532401509133321,5914d9b538ea44b9af49ab70cef66eee,2796a8c225d741f0882edf42350fe094,"[967.304, 537.066, 0.0]","[961.281, 528.787, 0.862]",10.275,2.6,1.53,0,6,0,6,0.0
37,scene-0041,1532401508948235,1532401509634533,5914d9b538ea44b9af49ab70cef66eee,58b41dd5ded041cba8033e736873532b,"[967.09, 536.8, 0.0]","[961.272, 528.749, 0.859]",9.971,2.7,0.0,0,6,0,6,0.0
0,scene-0009,1531884297950477,1531884298388175,vehicle_info,29a1e9bcb75740479cd5acdfa88b2cfd,"[773.212, 1671.162, 0.0]","[773.212, 1671.162, 0.0]",99.0,-1.8,29.62,172,0,149,0,31.23
1,scene-0009,1531884298400616,1531884298888781,vehicle_info,0976bf335f734fa3ba456f77342837b0,"[773.348, 1667.448, 0.0]","[773.348, 1667.448, 0.0]",99.0,-0.6,31.23,149,0,133,0,32.53
