,scene,timestamp,utime,inst_token,ann_token,distance,throttle,ego_speed,brake,future_throttle,future_brake
64,scene-0067,750538147681,750538350085,ec3036c27f4845aebf04c5205348296a,5c336533e53b44b9a5e3b8167363f94b,10.83,0,22.69,0,0,0
65,scene-0067,750538647538,750538851993,3fd837d21ff24489a841df6873f6c13c,ed56478ab6ef432d99efe418e3ac0e1c,32.657,0,20.61,0,0,0
66,scene-0067,750538647538,750538851993,482852c33447438daab2775bbdd1591a,e31d494daa4947bda079354065c9f2f2,59.229,0,20.61,0,0,0
67,scene-0067,750538647538,750538851993,6db8854cdeb547b7a3a5e9bf5b294ade,ee2facb26cec407491d3eef3b560b21b,40.947,0,20.61,0,0,0
68,scene-0067,750538647538,750538851993,7ba7709828f2475d966ffcfef096b659,5d42f9cc40e646dba6f024990a787737,37.058,0,20.61,0,0,0
69,scene-0067,750538647538,750538851993,7a103d0a835c4496aed7e84c096c3b8c,b2da65360dbc4670b3196b03d02dde1d,41.716,0,20.61,0,0,0
70,scene-0067,750538647538,750538851993,57ff41e9d43e4aa892421ef825d5fa7e,0209664186ca4d0d9646524085f8e8f8,20.394,0,20.61,0,0,0
71,scene-0067,750538647538,750538851993,abbf722e327a483cb52b5d9f98bddc2a,ecef1cae017c433aa57b1f9f416d4f91,52.131,0,20.61,0,0,0
72,scene-0067,750538647538,750538851993,ec3036c27f4845aebf04c5205348296a,e60242a29cc246e2a308ab990c654f19,7.589,0,20.61,0,0,0
73,scene-0067,750538647538,750538851993,9c16a73b1232441bb108340acfa4051d,f4d7e811b1f746328290dd2104a1da56,38.544,0,20.61,0,0,0
74,scene-0067,750539147405,750539349722,6db8854cdeb547b7a3a5e9bf5b294ade,cc0624f27f804826813e78a5edbbd63e,38.114,0,18.37,0,0,0
75,scene-0067,750539147405,750539349722,abbf722e327a483cb52b5d9f98bddc2a,38888859f16d4e888c66c266ed32ef6c,47.578,0,18.37,0,0,0
76,scene-0067,750539147405,750539349722,7ba7709828f2475d966ffcfef096b659,fed8c8108255485ba41725306ecc405c,34.34,0,18.37,0,0,0
77,scene-0067,750539147405,750539349722,7a103d0a835c4496aed7e84c096c3b8c,ddf17adf4c0c4b399b0696e4aa6cbf51,42.141,0,18.37,0,0,0
78,scene-0067,750539147405,750539349722,3fd837d21ff24489a841df6873f6c13c,3a5a82ed56614af386008bd18bffddc8,29.904,0,18.37,0,0,0
79,scene-0067,750539147405,750539349722,9c16a73b1232441bb108340acfa4051d,9c99ab02f0794a96887d63278712e63b,34.575,0,18.37,0,0,0
80,scene-0067,750539147405,750539349722,57ff41e9d43e4aa892421ef825d5fa7e,68d0b6b069664491a5298d5ae471ff48,17.673,0,18.37,0,0,0
81,scene-0067,750539147405,750539349722,482852c33447438daab2775bbdd1591a,7ad8059738ff4f0c8aee4452830c1977,56.569,0,18.37,0,0,0
82,scene-0067,750539647305,750539849749,57ff41e9d43e4aa892421ef825d5fa7e,22d363d4501641a597698d15c7664b2d,15.192,0,15.93,0,0,0
83,scene-0067,750539647305,750539849749,9c16a73b1232441bb108340acfa4051d,7f51f6d9ded64e74a1a417e3df42eb58,30.819,0,15.93,0,0,0
84,scene-0067,750539647305,750539849749,7a103d0a835c4496aed7e84c096c3b8c,13ddd6ffe9504f6781e01639da866445,42.354,0,15.93,0,0,0
85,scene-0067,750539647305,750539849749,abbf722e327a483cb52b5d9f98bddc2a,f494e66e3bbb469487de31a07ad51527,43.227,0,15.93,0,0,0
86,scene-0067,750539647305,750539849749,6db8854cdeb547b7a3a5e9bf5b294ade,29fd7f81daa84f739eb48010951d7d79,35.611,0,15.93,0,0,0
87,scene-0067,750539647305,750539849749,7ba7709828f2475d966ffcfef096b659,b585ae0846ef4407af431585a35fba82,31.895,0,15.93,0,0,0
88,scene-0067,750539647305,750539849749,3fd837d21ff24489a841df6873f6c13c,22f69f322b43497e98b5903bc4a36788,27.447,0,15.93,0,0,0
89,scene-0067,750539647305,750539849749,482852c33447438daab2775bbdd1591a,e5f3f611199b4e7db721c3fd015cbfc0,54.103,0,15.93,0,0,0
90,scene-0067,750540196931,750540349802,3fd837d21ff24489a841df6873f6c13c,5520a14c9c4b4bf0b38407a735158f24,25.191,0,13.43,0,0,5
91,scene-0067,750540196931,750540349802,abbf722e327a483cb52b5d9f98bddc2a,4c94b7a466994672879a8cce739b6e3a,39.08,0,13.43,0,0,5
92,scene-0067,750540196931,750540349802,7a103d0a835c4496aed7e84c096c3b8c,dad25c5bb9ef4e0d9bcbbb47863c5136,43.435,0,13.43,0,0,5
93,scene-0067,750540196931,750540349802,482852c33447438daab2775bbdd1591a,e4e2ea28ab954df592c4c7d23f823698,51.858,0,13.43,0,0,5
94,scene-0067,750540196931,750540349802,7ba7709828f2475d966ffcfef096b659,a23fb0843219465f82d40194dc4dabc4,29.56,0,13.43,0,0,5
95,scene-0067,750540196931,750540349802,6db8854cdeb547b7a3a5e9bf5b294ade,c7a048093a414d85b280d65afe5488e6,33.278,0,13.43,0,0,5
96,scene-0067,750540196931,750540349802,57ff41e9d43e4aa892421ef825d5fa7e,bca426e438af418ab9e75126bb3ad253,12.964,0,13.43,0,0,5
97,scene-0067,750540196931,750540349802,9a1c0dfb605c4c5287336f69238d2cb3,273144b0cc1b4af49e84f522e1ece663,106.463,0,13.43,0,0,5
98,scene-0067,750540196931,750540349802,9c16a73b1232441bb108340acfa4051d,c8bc562db4a94fc58f4ee7997ac3fba9,27.395,0,13.43,0,0,5
99,scene-0067,750540696813,750540850234,9c16a73b1232441bb108340acfa4051d,faa68ba64a784f809af006197343481c,24.578,0,10.89,5,0,10
100,scene-0067,750540696813,750540850234,482852c33447438daab2775bbdd1591a,fd652d4de89b4fb2a6ef1708e0572279,50.185,0,10.89,5,0,10
101,scene-0067,750540696813,750540850234,7ba7709828f2475d966ffcfef096b659,becd8d04794f4bfb93b084bb27a65a90,27.805,0,10.89,5,0,10
102,scene-0067,750540696813,750540850234,abbf722e327a483cb52b5d9f98bddc2a,6d0f29961339471eb3885ae255ec1a24,35.52,0,10.89,5,0,10
103,scene-0067,750540696813,750540850234,3fd837d21ff24489a841df6873f6c13c,7d8a6026499f4faaa821b2bcb9321a38,23.512,0,10.89,5,0,10
104,scene-0067,750540696813,750540850234,7a103d0a835c4496aed7e84c096c3b8c,1eb83de4b9434127b9edb46f79c20e8e,43.031,0,10.89,5,0,10
105,scene-0067,750540696813,750540850234,57ff41e9d43e4aa892421ef825d5fa7e,ea86eddf78c247b497ca41e2c8980315,11.487,0,10.89,5,0,10
106,scene-0067,750540696813,750540850234,9a1c0dfb605c4c5287336f69238d2cb3,2eaf1f932fcc45b98c0c51cee3cdedfd,101.69,0,10.89,5,0,10
107,scene-0067,750540696813,750540850234,6db8854cdeb547b7a3a5e9bf5b294ade,967e7968331e4d5ca691340c99376645,31.565,0,10.89,5,0,10
108,scene-0067,750541196688,750541349543,abbf722e327a483cb52b5d9f98bddc2a,8b3b8df09681465b88c18f6dcd9d3b28,32.342,0,8.29,10,0,12
109,scene-0067,750541196688,750541349543,7ba7709828f2475d966ffcfef096b659,f438900399c5468bb4582054d48a5894,26.428,0,8.29,10,0,12
110,scene-0067,750541196688,750541349543,3fd837d21ff24489a841df6873f6c13c,40e172573a8c4ab291c7d56fb7495fda,22.211,0,8.29,10,0,12
111,scene-0067,750541196688,750541349543,9c16a73b1232441bb108340acfa4051d,bfc7e83775f9430ea37a10c6c7516a41,22.76,0,8.29,10,0,12
112,scene-0067,750541196688,750541349543,482852c33447438daab2775bbdd1591a,f6a6e1d2d28645ecb5beb935aaaa0ffc,48.843,0,8.29,10,0,12
113,scene-0067,750541196688,750541349543,7a103d0a835c4496aed7e84c096c3b8c,e012d11f8a51449490f7c8f31a1b29d5,43.397,0,8.29,10,0,12
114,scene-0067,750541196688,750541349543,57ff41e9d43e4aa892421ef825d5fa7e,edb623aabae64e5d92d7db4941d2791b,10.335,0,8.29,10,0,12
115,scene-0067,750541196688,750541349543,9a1c0dfb605c4c5287336f69238d2cb3,e193e16df5704dd7b48599e586f5ab67,97.298,0,8.29,10,0,12
116,scene-0067,750541196688,750541349543,6db8854cdeb547b7a3a5e9bf5b294ade,cb467427e80a42b8b4109be129745f44,30.222,0,8.29,10,0,12
117,scene-0067,750541697671,750541849766,6db8854cdeb547b7a3a5e9bf5b294ade,b03cb4e6b7664a9d82de13a586bb0e57,29.239,0,5.84,12,0,12
118,scene-0067,750541697671,750541849766,9c16a73b1232441bb108340acfa4051d,b22f4555b96e4edd8cadb77226e51c72,22.118,0,5.84,12,0,12
119,scene-0067,750541697671,750541849766,9a1c0dfb605c4c5287336f69238d2cb3,95c7cf157f02465e8c7591bdb97096d5,93.266,0,5.84,12,0,12
120,scene-0067,750541697671,750541849766,7ba7709828f2475d966ffcfef096b659,f68834f8ca204189a5476e4c08bef025,25.4,0,5.84,12,0,12
121,scene-0067,750541697671,750541849766,482852c33447438daab2775bbdd1591a,6afc7ff8ddbe44fdb8d946027b103ff5,47.849,0,5.84,12,0,12
122,scene-0067,750541697671,750541849766,abbf722e327a483cb52b5d9f98bddc2a,0112ee99e4c043959b147948ec54806a,30.782,0,5.84,12,0,12
123,scene-0067,750541697671,750541849766,57ff41e9d43e4aa892421ef825d5fa7e,1736e29c9664492c82c69485929dfe27,9.519,0,5.84,12,0,12
124,scene-0067,750541697671,750541849766,7a103d0a835c4496aed7e84c096c3b8c,fb0b6cfe5f8a40e0b14a732dd40ad88e,43.788,0,5.84,12,0,12
125,scene-0067,750541697671,750541849766,3fd837d21ff24489a841df6873f6c13c,f908421c34cb4458beb7fd94ff24e6f6,21.256,0,5.84,12,0,12
126,scene-0067,750542198097,750542349649,57ff41e9d43e4aa892421ef825d5fa7e,4692ed9979c74cf9969fe8ef4f73938e,8.988,0,3.84,12,0,12
127,scene-0067,750542198097,750542349649,6db8854cdeb547b7a3a5e9bf5b294ade,97c4b01929ef4cc9badde7f3b32946eb,28.569,0,3.84,12,0,12
128,scene-0067,750542198097,750542349649,7ba7709828f2475d966ffcfef096b659,6b26d92058624635ade0a714b3b578f0,24.725,0,3.84,12,0,12
129,scene-0067,750542198097,750542349649,482852c33447438daab2775bbdd1591a,53426235130942689a3743a54b29af44,47.208,0,3.84,12,0,12
130,scene-0067,750542198097,750542349649,7a103d0a835c4496aed7e84c096c3b8c,f75be1774a90431c88994ca1b6568f49,44.287,0,3.84,12,0,12
131,scene-0067,750542198097,750542349649,9a1c0dfb605c4c5287336f69238d2cb3,59b6dbedb7cd417e8a7e849c8a07d611,89.555,0,3.84,12,0,12
132,scene-0067,750542198097,750542349649,abbf722e327a483cb52b5d9f98bddc2a,ba37657a7aa04bd6bdd7720b57333e12,29.545,0,3.84,12,0,12
133,scene-0067,750542198097,750542349649,9c16a73b1232441bb108340acfa4051d,7895575c20194508aaf2ea0da2a3771f,20.822,0,3.84,12,0,12
134,scene-0067,750542198097,750542349649,3fd837d21ff24489a841df6873f6c13c,53bf16d20f9d4cf1846f59c42350dd36,20.579,0,3.84,12,0,12
135,scene-0067,750542648219,750542849304,9a1c0dfb605c4c5287336f69238d2cb3,065b53c7267a400daa96689e2aa0eaf0,86.159,0,1.99,12,0,0
136,scene-0067,750542648219,750542849304,482852c33447438daab2775bbdd1591a,51231a79b4e0424d8c72ddfcd17d50e6,46.789,0,1.99,12,0,0
137,scene-0067,750542648219,750542849304,57ff41e9d43e4aa892421ef825d5fa7e,516e8581dcc344c1a176ad9b96eacf93,8.698,0,1.99,12,0,0
138,scene-0067,750542648219,750542849304,6db8854cdeb547b7a3a5e9bf5b294ade,8179f6965c8844b49881284cd0d697f9,28.209,0,1.99,12,0,0
139,scene-0067,750542648219,750542849304,3fd837d21ff24489a841df6873f6c13c,3e89720e740c4c3f8a243a09d152f4c8,20.172,0,1.99,12,0,0
140,scene-0067,750542648219,750542849304,9c16a73b1232441bb108340acfa4051d,a7736f4e5be54a72b896114a351486ff,19.829,0,1.99,12,0,0
141,scene-0067,750542648219,750542849304,7a103d0a835c4496aed7e84c096c3b8c,091e4386cf66483d9776905256dfad5c,44.697,0,1.99,12,0,0
142,scene-0067,750542648219,750542849304,abbf722e327a483cb52b5d9f98bddc2a,45a5e370f46a409cbf02f09238b167c1,28.619,0,1.99,12,0,0
143,scene-0067,750542648219,750542849304,7ba7709828f2475d966ffcfef096b659,4f978f1d5d1144caada97c7350419045,24.355,0,1.99,12,0,0
144,scene-0067,750543148625,750543349293,7a103d0a835c4496aed7e84c096c3b8c,2032f3d656c94bb3962d1d67b6c74935,44.808,0,0.0,0,0,0
145,scene-0067,750543148625,750543349293,57ff41e9d43e4aa892421ef825d5fa7e,d4c4980900ee4e5180be6f627d923248,8.52,0,0.0,0,0,0
146,scene-0067,750543148625,750543349293,9c16a73b1232441bb108340acfa4051d,c976999152484efb9bc9ad883025b239,19.592,0,0.0,0,0,0
147,scene-0067,750543148625,750543349293,9a1c0dfb605c4c5287336f69238d2cb3,472d3b23d0d246c0ab7fef542f12c85e,82.922,0,0.0,0,0,0
148,scene-0067,750543148625,750543349293,abbf722e327a483cb52b5d9f98bddc2a,c692403a5d454ecd9f01d3e29263699f,28.337,0,0.0,0,0,0
149,scene-0067,750543148625,750543349293,6db8854cdeb547b7a3a5e9bf5b294ade,23b869ba18f34bf5acca1dede867619a,28.007,0,0.0,0,0,0
150,scene-0067,750543148625,750543349293,7ba7709828f2475d966ffcfef096b659,59158369a2064a86a3547ad06165f5b2,24.165,0,0.0,0,0,0
151,scene-0067,750543148625,750543349293,3fd837d21ff24489a841df6873f6c13c,ba95c86679db43778a1a00cff1c74a66,19.947,0,0.0,0,0,0
152,scene-0067,750543148625,750543349293,482852c33447438daab2775bbdd1591a,1043bdd3d38942cbb635d375c965c6e8,46.636,0,0.0,0,0,0
153,scene-0067,750543647960,750543849015,9a1c0dfb605c4c5287336f69238d2cb3,d09373ae305745058f0eb6e578d43f40,79.879,0,0.0,0,68,0
154,scene-0067,750543647960,750543849015,7a103d0a835c4496aed7e84c096c3b8c,4708492ae9884ad2aafa5b651b81215b,45.758,0,0.0,0,68,0
155,scene-0067,750543647960,750543849015,57ff41e9d43e4aa892421ef825d5fa7e,d2a5ef0876184c16a3b52daab0bcb7d8,8.478,0,0.0,0,68,0
156,scene-0067,750543647960,750543849015,abbf722e327a483cb52b5d9f98bddc2a,8514d4585dd14ff58b6e09e201a8d351,28.246,0,0.0,0,68,0
157,scene-0067,750543647960,750543849015,6db8854cdeb547b7a3a5e9bf5b294ade,07133ff3289c4a798034f0aae4ceb9a6,27.993,0,0.0,0,68,0
158,scene-0067,750543647960,750543849015,3fd837d21ff24489a841df6873f6c13c,c6231f768e274079b3e3a8061d814114,19.904,0,0.0,0,68,0
159,scene-0067,750543647960,750543849015,9c16a73b1232441bb108340acfa4051d,1148a738ef9b441eb818f2cd7508a625,19.548,0,0.0,0,68,0
160,scene-0067,750543647960,750543849015,482852c33447438daab2775bbdd1591a,eb87f014c1a44e8982ae4314c780db99,46.554,0,0.0,0,68,0
161,scene-0067,750543647960,750543849015,7ba7709828f2475d966ffcfef096b659,1f16568c985c40c1837ff34dba460720,24.14,0,0.0,0,68,0
162,scene-0067,750544147833,750544349462,7ba7709828f2475d966ffcfef096b659,64a8e03a8b1f407c8f35538c1e7596df,24.092,68,0.0,0,109,0
163,scene-0067,750544147833,750544349462,abbf722e327a483cb52b5d9f98bddc2a,7ac460c6bc384853bde666e9246844c4,28.215,68,0.0,0,109,0
164,scene-0067,750544147833,750544349462,9c16a73b1232441bb108340acfa4051d,eb25a7c63a3a4e5fb6311c34c2857f53,19.562,68,0.0,0,109,0
165,scene-0067,750544147833,750544349462,9a1c0dfb605c4c5287336f69238d2cb3,1b07ed16ffb9410e836c8bc5a33e82c9,76.889,68,0.0,0,109,0
166,scene-0067,750544147833,750544349462,7a103d0a835c4496aed7e84c096c3b8c,2419d975a1e74992b75fe5642903e234,45.466,68,0.0,0,109,0
167,scene-0067,750544147833,750544349462,57ff41e9d43e4aa892421ef825d5fa7e,80602aee015448bdb6165161d873037b,8.477,68,0.0,0,109,0
168,scene-0067,750544147833,750544349462,3fd837d21ff24489a841df6873f6c13c,b311952eeed44fa28c775e0af574b953,19.914,68,0.0,0,109,0
169,scene-0067,750544147833,750544349462,482852c33447438daab2775bbdd1591a,d69f8c25635f4227ae29b585df855561,46.452,68,0.0,0,109,0
170,scene-0067,750544147833,750544349462,6db8854cdeb547b7a3a5e9bf5b294ade,c9d78d38968d4d348720bba68626a13b,27.941,68,0.0,0,109,0
171,scene-0067,750544647147,750544849779,9a1c0dfb605c4c5287336f69238d2cb3,5ab38b774a4b4852b7415b5837b1cc53,73.818,109,1.86,0,162,0
172,scene-0067,750544647147,750544849779,6db8854cdeb547b7a3a5e9bf5b294ade,1e49a012f2de4e81b36207eb25b8bd7b,27.774,109,1.86,0,162,0
173,scene-0067,750544647147,750544849779,57ff41e9d43e4aa892421ef825d5fa7e,ec4e4f7b8b254515affddd5e072348cc,8.419,109,1.86,0,162,0
174,scene-0067,750544647147,750544849779,7ba7709828f2475d966ffcfef096b659,cd5c5379db1e43ada1d0aec232da9950,24.035,109,1.86,0,162,0
175,scene-0067,750544647147,750544849779,3fd837d21ff24489a841df6873f6c13c,11416bbae0044747a1465f932616c899,19.79,109,1.86,0,162,0
176,scene-0067,750544647147,750544849779,482852c33447438daab2775bbdd1591a,575212f7e629462ba63b81951ba7e815,46.347,109,1.86,0,162,0
177,scene-0067,750544647147,750544849779,9c16a73b1232441bb108340acfa4051d,fb873011463943938cf7a72354758e9f,19.489,109,1.86,0,162,0
178,scene-0067,750544647147,750544849779,7a103d0a835c4496aed7e84c096c3b8c,97654759edfc4469af3fab2c21a9d7ea,45.219,109,1.86,0,162,0
