,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed
40,scene-0061,1532402929197353,1532402929627057,56a71c208ac6472f90b6a82529a6ce61,1b0a0447901a454dbe74d3d1579b7715,"[406.726, 1168.211, 0.0]","[392.077, 1104.169, 1.136]",65.706,3.6,28.09,0,0,0,0,27.07
41,scene-0061,1532402929197353,1532402929627057,4005437c730645c2b628dc1da999e06a,61d5835a5b6f4aebbfef94e76221b9fe,"[406.726, 1168.211, 0.0]","[375.053, 1099.9, 0.878]",75.302,3.6,28.09,0,0,0,0,27.07
42,scene-0061,1532402929197353,1532402929627057,vehicle_info,e0845f5322254dafadbbed75aaa07969,"[406.726, 1168.211, 0.0]","[406.726, 1168.211, 0.0]",99.0,3.6,28.09,0,0,0,0,27.07
43,scene-0061,1532402929197353,1532402929627057,e3c5b72c12c34c85aac247734ad83bef,23ef33c983714a9d9314df3000df27d5,"[406.726, 1168.211, 0.0]","[398.565, 1110.043, 1.788]",58.765,3.6,28.09,0,0,0,0,27.07
44,scene-0061,1532402929197353,1532402929627057,61dd7d03d7ad466d89f901ed64e2c0dd,04b0d9bec8c04b19abbe76dc0c67a7ab,"[406.726, 1168.211, 0.0]","[401.299, 1100.448, 1.236]",67.991,3.6,28.09,0,0,0,0,27.07
45,scene-0061,1532402929197353,1532402929627057,bc38961ca0ac4b14ab90e547ba79fbb6,b2b43ef63f5242b2a4c0b794e673782d,"[406.726, 1168.211, 0.0]","[392.641, 1147.242, 0.816]",25.274,3.6,28.09,0,0,0,0,27.07
46,scene-0061,1532402929197353,1532402929627057,fdd3fe14d1c044b9a9f6c24383c6207c,a351185336694047a16728436ed3dcbc,"[406.726, 1168.211, 0.0]","[409.182, 1116.958, 1.061]",51.323,3.6,28.09,0,0,0,0,27.07
47,scene-0061,1532402929197353,1532402929627057,a60047adc78a4b6895702e86b6d2fe88,0b3c7da333e1495180a5a1579cd82ff6,"[406.726, 1168.211, 0.0]","[386.594, 1133.87, 1.03]",39.821,3.6,28.09,0,0,0,0,27.07
48,scene-0061,1532402929197353,1532402929627057,291e6cccbc254f2ab4eadfe98331dfec,9011c733d2f44658a515c2e01a71bc44,"[406.726, 1168.211, 0.0]","[411.672, 1092.092, 2.077]",76.308,3.6,28.09,0,0,0,0,27.07
49,scene-0061,1532402929197353,1532402929627057,42641eb6adcb4f8f8def8ef129d9e843,7681a73a8ac94bf88a230e1f5d45852c,"[406.726, 1168.211, 0.0]","[360.906, 1129.025, 0.751]",60.296,3.6,28.09,0,0,0,0,27.07
50,scene-0061,1532402929197353,1532402929627057,86ed8530809d4b1b8fbc53808f599339,b561cd0c41c24ec48814725af0657d58,"[406.726, 1168.211, 0.0]","[360.027, 1122.404, 0.846]",65.42,3.6,28.09,0,0,0,0,27.07
51,scene-0061,1532402929197353,1532402929627057,f4b2632a2f9947da9f7959a3bd0e322c,ac4423fb0f584cfbb95739e1e4982b0e,"[406.726, 1168.211, 0.0]","[372.611, 1129.258, 0.872]",51.788,3.6,28.09,0,0,0,0,27.07
52,scene-0061,1532402929197353,1532402929627057,c1958768d48640948f6053d04cffd35b,5a390e5c3f6249bb9f99c9be52614dd2,"[406.726, 1168.211, 0.0]","[397.624, 1136.322, 0.738]",33.171,3.6,28.09,0,0,0,0,27.07
53,scene-0061,1532402929197353,1532402929627057,4b77b9d062f547a5a3cfe21ac661ea9a,9a55731d5f044d8d82dea7bcc9a72036,"[406.726, 1168.211, 0.0]","[401.232, 1096.606, 2.299]",71.853,3.6,28.09,0,0,0,0,27.07
54,scene-0061,1532402929197353,1532402929627057,85246a44cc6340509e3882e2ff088391,ee717901b80c43faa03e00caf99d8306,"[406.726, 1168.211, 0.0]","[387.343, 1127.335, 0.765]",45.246,3.6,28.09,0,0,0,0,27.07
55,scene-0061,1532402929697797,1532402930127656,vehicle_info,c923fe08b2ff4e27975d2bf30934383b,"[405.409, 1164.354, 0.0]","[405.409, 1164.354, 0.0]",99.0,3.5,27.07,0,0,0,0,26.25
56,scene-0061,1532402929697797,1532402930127656,56a71c208ac6472f90b6a82529a6ce61,70082ffe3f8743e2a6dfff61677319a1,"[405.409, 1164.354, 0.0]","[392.077, 1104.169, 1.17]",61.655,3.5,27.07,0,0,0,0,26.25
57,scene-0061,1532402929697797,1532402930127656,c1958768d48640948f6053d04cffd35b,0e5ab4ede0ad4cafaee8de500415e29a,"[405.409, 1164.354, 0.0]","[397.133, 1134.052, 0.738]",31.421,3.5,27.07,0,0,0,0,26.25
58,scene-0061,1532402929697797,1532402930127656,bc38961ca0ac4b14ab90e547ba79fbb6,7bcf4bc87bf143588230254034eada12,"[405.409, 1164.354, 0.0]","[392.081, 1145.988, 0.841]",22.708,3.5,27.07,0,0,0,0,26.25
59,scene-0061,1532402929697797,1532402930127656,f4b2632a2f9947da9f7959a3bd0e322c,0483e1c2b73f4a26bd8cfe974ba83c3e,"[405.409, 1164.354, 0.0]","[372.557, 1129.269, 0.922]",48.074,3.5,27.07,0,0,0,0,26.25
60,scene-0061,1532402929697797,1532402930127656,42641eb6adcb4f8f8def8ef129d9e843,cf5412365c35413a95c8112372381fee,"[405.409, 1164.354, 0.0]","[360.893, 1128.994, 0.835]",56.857,3.5,27.07,0,0,0,0,26.25
61,scene-0061,1532402929697797,1532402930127656,61dd7d03d7ad466d89f901ed64e2c0dd,00c78bb0cbb645d29ea0c6a68684497d,"[405.409, 1164.354, 0.0]","[401.299, 1100.448, 1.246]",64.05,3.5,27.07,0,0,0,0,26.25
62,scene-0061,1532402929697797,1532402930127656,86ed8530809d4b1b8fbc53808f599339,ba27d7821864411589ff033f12107d25,"[405.409, 1164.354, 0.0]","[359.993, 1122.417, 0.918]",61.824,3.5,27.07,0,0,0,0,26.25
63,scene-0061,1532402929697797,1532402930127656,e3c5b72c12c34c85aac247734ad83bef,4a95741aa973455bbe70c9440e2b0181,"[405.409, 1164.354, 0.0]","[398.565, 1110.043, 1.788]",54.77,3.5,27.07,0,0,0,0,26.25
64,scene-0061,1532402929697797,1532402930127656,4b77b9d062f547a5a3cfe21ac661ea9a,575710ff87e9453a82e28e02bc84aca1,"[405.409, 1164.354, 0.0]","[401.232, 1096.606, 2.299]",67.916,3.5,27.07,0,0,0,0,26.25
65,scene-0061,1532402929697797,1532402930127656,a60047adc78a4b6895702e86b6d2fe88,c66a823efb414f88987fedc410ae65fe,"[405.409, 1164.354, 0.0]","[385.584, 1131.884, 1.08]",38.06,3.5,27.07,0,0,0,0,26.25
66,scene-0061,1532402929697797,1532402930127656,a0049f95375044b8987fbcca8fda1e2b,c620d21632554274905bd6bf66827166,"[405.409, 1164.354, 0.0]","[393.035, 1100.337, 1.136]",65.212,3.5,27.07,0,0,0,0,26.25
67,scene-0061,1532402929697797,1532402930127656,291e6cccbc254f2ab4eadfe98331dfec,bbedc9aa023e4745b2cceaacb83ec998,"[405.409, 1164.354, 0.0]","[411.672, 1092.092, 2.101]",72.564,3.5,27.07,0,0,0,0,26.25
68,scene-0061,1532402929697797,1532402930127656,fdd3fe14d1c044b9a9f6c24383c6207c,22e4e18ad4d14842a467ed4023b858a4,"[405.409, 1164.354, 0.0]","[409.182, 1116.958, 1.061]",47.558,3.5,27.07,0,0,0,0,26.25
69,scene-0061,1532402929697797,1532402930127656,4005437c730645c2b628dc1da999e06a,f96aa5c387664852b2683799843017bf,"[405.409, 1164.354, 0.0]","[373.474, 1096.248, 0.853]",75.227,3.5,27.07,0,0,0,0,26.25
70,scene-0061,1532402930152601,1532402930627445,e3c5b72c12c34c85aac247734ad83bef,23aeaf47cbfd404fa618d5af1a737c43,"[404.278, 1161.05, 0.0]","[398.565, 1110.043, 1.788]",51.357,3.6,26.25,0,0,0,0,25.35
71,scene-0061,1532402930152601,1532402930627445,a60047adc78a4b6895702e86b6d2fe88,2838f4e38f464983b0073cbfbc93588c,"[404.278, 1161.05, 0.0]","[384.498, 1129.99, 1.13]",36.841,3.6,26.25,0,0,0,0,25.35
72,scene-0061,1532402930152601,1532402930627445,vehicle_info,f1e3d9d08f044c439ce86a2d6fcca57b,"[404.278, 1161.05, 0.0]","[404.278, 1161.05, 0.0]",99.0,3.6,26.25,0,0,0,0,25.35
73,scene-0061,1532402930152601,1532402930627445,a0049f95375044b8987fbcca8fda1e2b,224cd32c09964e19a51571fef917d5fe,"[404.278, 1161.05, 0.0]","[393.035, 1100.337, 1.162]",61.756,3.6,26.25,0,0,0,0,25.35
74,scene-0061,1532402930152601,1532402930627445,bc38961ca0ac4b14ab90e547ba79fbb6,247a25c59f914adabee9460bd8307196,"[404.278, 1161.05, 0.0]","[391.347, 1144.208, 0.841]",21.25,3.6,26.25,0,0,0,0,25.35
75,scene-0061,1532402930152601,1532402930627445,4005437c730645c2b628dc1da999e06a,3305eccb3f8f4f6ea0f49e622630c67e,"[404.278, 1161.05, 0.0]","[371.896, 1092.596, 0.828]",75.731,3.6,26.25,0,0,0,0,25.35
76,scene-0061,1532402930152601,1532402930627445,fdd3fe14d1c044b9a9f6c24383c6207c,9f6c427dfd7649feaa545b2f5c540abc,"[404.278, 1161.05, 0.0]","[409.182, 1116.958, 1.061]",44.377,3.6,26.25,0,0,0,0,25.35
77,scene-0061,1532402930152601,1532402930627445,291e6cccbc254f2ab4eadfe98331dfec,1acd7b5ceade4bbebc109074a86ddc4f,"[404.278, 1161.05, 0.0]","[411.672, 1092.092, 2.125]",69.386,3.6,26.25,0,0,0,0,25.35
78,scene-0061,1532402930152601,1532402930627445,56a71c208ac6472f90b6a82529a6ce61,25d06c93f90941d2936407f056a1bd76,"[404.278, 1161.05, 0.0]","[392.077, 1104.169, 1.204]",58.187,3.6,26.25,0,0,0,0,25.35
79,scene-0061,1532402930152601,1532402930627445,4b77b9d062f547a5a3cfe21ac661ea9a,05992ab639b24b27a0abcc1dc99a5874,"[404.278, 1161.05, 0.0]","[401.232, 1096.606, 2.299]",64.557,3.6,26.25,0,0,0,0,25.35
80,scene-0061,1532402930152601,1532402930627445,86ed8530809d4b1b8fbc53808f599339,3159e775819c4241b9821471aa3b9d8c,"[404.278, 1161.05, 0.0]","[359.994, 1122.417, 0.942]",58.775,3.6,26.25,0,0,0,0,25.35
81,scene-0061,1532402930152601,1532402930627445,c1958768d48640948f6053d04cffd35b,4a8dd530b1144dd1b8217dbe74b60e63,"[404.278, 1161.05, 0.0]","[396.794, 1132.149, 0.738]",29.863,3.6,26.25,0,0,0,0,25.35
82,scene-0061,1532402930152601,1532402930627445,f4b2632a2f9947da9f7959a3bd0e322c,8a24e6271a27423e826abddffc7458d3,"[404.278, 1161.05, 0.0]","[372.503, 1129.28, 0.972]",44.943,3.6,26.25,0,0,0,0,25.35
83,scene-0061,1532402930152601,1532402930627445,61dd7d03d7ad466d89f901ed64e2c0dd,14210ffb949d46a9a9d985e124a6a171,"[404.278, 1161.05, 0.0]","[401.299, 1100.448, 1.256]",60.688,3.6,26.25,0,0,0,0,25.35
84,scene-0061,1532402930648325,1532402931127168,fdd3fe14d1c044b9a9f6c24383c6207c,885db842735944f692e5262b9186c863,"[403.115, 1157.518, 0.0]","[409.182, 1116.958, 1.061]",41.025,4.0,25.35,0,0,0,0,24.51
85,scene-0061,1532402930648325,1532402931127168,291e6cccbc254f2ab4eadfe98331dfec,6de543c5ee2842ccb4257bf880270590,"[403.115, 1157.518, 0.0]","[411.672, 1092.092, 2.148]",66.018,4.0,25.35,0,0,0,0,24.51
86,scene-0061,1532402930648325,1532402931127168,4b77b9d062f547a5a3cfe21ac661ea9a,d0a41177b3e8491aaea3c4d9b68f1744,"[403.115, 1157.518, 0.0]","[401.232, 1096.606, 2.299]",60.984,4.0,25.35,0,0,0,0,24.51
87,scene-0061,1532402930648325,1532402931127168,e3c5b72c12c34c85aac247734ad83bef,537ae45ee2b04f16bfde79362f2a5a8f,"[403.115, 1157.518, 0.0]","[398.565, 1110.043, 1.788]",47.726,4.0,25.35,0,0,0,0,24.51
88,scene-0061,1532402930648325,1532402931127168,86ed8530809d4b1b8fbc53808f599339,c4e56a03d977484f86befef9ab866169,"[403.115, 1157.518, 0.0]","[359.996, 1122.416, 0.966]",55.609,4.0,25.35,0,0,0,0,24.51
89,scene-0061,1532402930648325,1532402931127168,4005437c730645c2b628dc1da999e06a,6679b3d2152d43fb881f6611b31e6809,"[403.115, 1157.518, 0.0]","[369.986, 1088.32, 0.828]",76.724,4.0,25.35,0,0,0,0,24.51
90,scene-0061,1532402930648325,1532402931127168,c1958768d48640948f6053d04cffd35b,92a23fb25b98444e93afd004ca31cca2,"[403.115, 1157.518, 0.0]","[396.625, 1130.226, 0.763]",28.063,4.0,25.35,0,0,0,0,24.51
91,scene-0061,1532402930648325,1532402931127168,61dd7d03d7ad466d89f901ed64e2c0dd,c2a90a75c2ee4187adb78e5b6184e9c9,"[403.115, 1157.518, 0.0]","[401.299, 1100.448, 1.266]",57.113,4.0,25.35,0,0,0,0,24.51
92,scene-0061,1532402930648325,1532402931127168,bc38961ca0ac4b14ab90e547ba79fbb6,e25b9e7019814d53876ff2697df7a2de,"[403.115, 1157.518, 0.0]","[390.512, 1142.201, 0.891]",19.855,4.0,25.35,0,0,0,0,24.51
93,scene-0061,1532402930648325,1532402931127168,vehicle_info,4f545737bf3347fbbc9af60b0be9a963,"[403.115, 1157.518, 0.0]","[403.115, 1157.518, 0.0]",99.0,4.0,25.35,0,0,0,0,24.51
94,scene-0061,1532402930648325,1532402931127168,56a71c208ac6472f90b6a82529a6ce61,48f87933c9d34cfe938c6849ef7d0549,"[403.115, 1157.518, 0.0]","[392.077, 1104.169, 1.238]",54.493,4.0,25.35,0,0,0,0,24.51
95,scene-0061,1532402930648325,1532402931127168,a60047adc78a4b6895702e86b6d2fe88,f0edc658538b4fedb77a9eabe64b8b1a,"[403.115, 1157.518, 0.0]","[383.12, 1127.84, 1.18]",35.805,4.0,25.35,0,0,0,0,24.51
96,scene-0061,1532402930648325,1532402931127168,a0049f95375044b8987fbcca8fda1e2b,cf71b5244ee84c1ba4240db40a188d16,"[403.115, 1157.518, 0.0]","[393.035, 1100.337, 1.188]",58.075,4.0,25.35,0,0,0,0,24.51
97,scene-0061,1532402930648325,1532402931127168,f4b2632a2f9947da9f7959a3bd0e322c,cce69e28c4504554a588cf6efb891c4c,"[403.115, 1157.518, 0.0]","[372.45, 1129.291, 1.022]",41.691,4.0,25.35,0,0,0,0,24.51
98,scene-0061,1532402931198511,1532402931627135,4005437c730645c2b628dc1da999e06a,bb02978478da41a98d6a39674f8bb832,"[401.882, 1153.723, 0.0]","[367.488, 1083.098, 0.828]",78.559,4.7,24.51,0,0,0,0,23.58
99,scene-0061,1532402931198511,1532402931627135,61dd7d03d7ad466d89f901ed64e2c0dd,9422e5e4698e48df8193d75e1698397a,"[401.882, 1153.723, 0.0]","[401.299, 1100.448, 1.276]",53.294,4.7,24.51,0,0,0,0,23.58
100,scene-0061,1532402931198511,1532402931627135,4b77b9d062f547a5a3cfe21ac661ea9a,5876ef19c3fd41c3a2768f1597d22ffa,"[401.882, 1153.723, 0.0]","[401.232, 1096.606, 2.299]",57.167,4.7,24.51,0,0,0,0,23.58
101,scene-0061,1532402931198511,1532402931627135,a0049f95375044b8987fbcca8fda1e2b,57950ad36e6040a78c19cc12ec0a6bea,"[401.882, 1153.723, 0.0]","[393.035, 1100.337, 1.214]",54.128,4.7,24.51,0,0,0,0,23.58
102,scene-0061,1532402931198511,1532402931627135,291e6cccbc254f2ab4eadfe98331dfec,5667035a04624968b3ea52f9d0e2294b,"[401.882, 1153.723, 0.0]","[411.672, 1092.092, 2.172]",62.442,4.7,24.51,0,0,0,0,23.58
103,scene-0061,1532402931198511,1532402931627135,22907d343d2940e099a353e3b364b04e,13b1a6e7bfac4d7eb6a1edf9bcb9ad82,"[401.882, 1153.723, 0.0]","[363.259, 1094.238, 1.247]",70.935,4.7,24.51,0,0,0,0,23.58
104,scene-0061,1532402931198511,1532402931627135,c1958768d48640948f6053d04cffd35b,5e5e0db2bcf642d680865d7c88a62f76,"[401.882, 1153.723, 0.0]","[396.575, 1128.037, 0.788]",26.24,4.7,24.51,0,0,0,0,23.58
105,scene-0061,1532402931198511,1532402931627135,fdd3fe14d1c044b9a9f6c24383c6207c,46a5013493b84a4890ac3a0f02c77083,"[401.882, 1153.723, 0.0]","[409.182, 1116.958, 1.061]",37.498,4.7,24.51,0,0,0,0,23.58
106,scene-0061,1532402931198511,1532402931627135,a60047adc78a4b6895702e86b6d2fe88,345b97f7090045eb99584abd3b1e876d,"[401.882, 1153.723, 0.0]","[381.247, 1125.461, 1.196]",35.014,4.7,24.51,0,0,0,0,23.58
107,scene-0061,1532402931198511,1532402931627135,vehicle_info,7626dde27d604ac28a0240bdd54eba7a,"[401.882, 1153.723, 0.0]","[401.882, 1153.723, 0.0]",99.0,4.7,24.51,0,0,0,0,23.58
108,scene-0061,1532402931198511,1532402931627135,56a71c208ac6472f90b6a82529a6ce61,b0b353dfec1a4ff6932b99f1a6875f8f,"[401.882, 1153.723, 0.0]","[392.077, 1104.169, 1.271]",50.531,4.7,24.51,0,0,0,0,23.58
109,scene-0061,1532402931198511,1532402931627135,bc38961ca0ac4b14ab90e547ba79fbb6,fe33c018573e4abda3ff8de0566ee800,"[401.882, 1153.723, 0.0]","[389.29, 1139.46, 0.941]",19.049,4.7,24.51,0,0,0,0,23.58
110,scene-0061,1532402931198511,1532402931627135,e3c5b72c12c34c85aac247734ad83bef,b870dda8c70f4aa5808de66632757ed0,"[401.882, 1153.723, 0.0]","[398.565, 1110.043, 1.788]",43.842,4.7,24.51,0,0,0,0,23.58
