,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed
9408,scene-0061,1532402932647284,1532402933127327,c1958768d48640948f6053d04cffd35b,8d72d40ef47c4210ac6d4381187fb84d,"[399.02, 1144.399, 0.0]","[397.341, 1122.8, 0.888]",21.682,23.8,21.89,0,0,0,0,21.2
9422,scene-0061,1532402933146604,1532402933627160,c1958768d48640948f6053d04cffd35b,fb5169ad9daa4d1086ec59d6cf5ed4b0,"[398.167, 1141.37, 0.0]","[397.846, 1121.112, 0.922]",20.282,34.4,21.2,0,0,0,0,20.25
9434,scene-0061,1532402933646462,1532402934126855,c1958768d48640948f6053d04cffd35b,88520cc88ba144e68d63de11fbc12d0a,"[397.448, 1138.47, 0.0]","[398.453, 1119.579, 0.955]",18.942,45.8,20.25,0,0,0,0,19.34
9445,scene-0061,1532402934146351,1532402934627536,c1958768d48640948f6053d04cffd35b,d42112ee919b4f4d905d6206e3de9a73,"[396.884, 1135.656, 0.0]","[399.156, 1118.16, 0.988]",17.671,69.8,19.34,0,0,0,0,18.33
9458,scene-0061,1532402934696555,1532402935127340,c1958768d48640948f6053d04cffd35b,083c23464b7d4f2682d1b0c33996af5f,"[396.444, 1132.627, 0.0]","[400.204, 1116.512, 1.038]",16.58,87.6,18.33,0,0,0,0,17.47
9471,scene-0061,1532402935197541,1532402935627675,c1958768d48640948f6053d04cffd35b,f0d891697c4e408bbe5037b94486a7be,"[396.287, 1130.055, 0.0]","[401.36, 1115.102, 1.088]",15.827,90.8,17.47,0,0,0,0,16.58
9474,scene-0061,1532402935697945,1532402936127003,c1958768d48640948f6053d04cffd35b,b51c154d31f74655b9c680a9341041b2,"[396.372, 1127.576, 0.0]","[402.713, 1113.793, 1.138]",15.214,98.9,16.58,0,0,48,0,15.71
9485,scene-0061,1532402936198962,1532402936627017,c1958768d48640948f6053d04cffd35b,3715bc2122d34f61aa03030f91ec1894,"[396.682, 1125.256, 0.0]","[404.193, 1112.686, 1.101]",14.685,102.0,15.71,48,0,79,0,15.55
9495,scene-0061,1532402936699359,1532402937127649,c1958768d48640948f6053d04cffd35b,1d4287f8400a4edb9482bfb47da8ac9f,"[397.185, 1123.06, 0.0]","[405.71, 1111.637, 1.063]",14.293,112.7,15.55,79,0,0,0,15.92
9496,scene-0061,1532402937198682,1532402937627089,c1958768d48640948f6053d04cffd35b,523673d1e7e1442db94de37e8e545971,"[397.861, 1121.077, 0.0]","[407.197, 1110.809, 1.026]",13.915999999999999,117.1,15.92,0,0,0,0,15.79
9503,scene-0061,1532402937698000,1532402938127018,c1958768d48640948f6053d04cffd35b,53467d68e9a34a6cb3c91068000b6e08,"[398.76, 1119.128, 0.0]","[408.562, 1110.104, 0.988]",13.36,117.1,15.79,0,0,0,0,15.39
9511,scene-0061,1532402938197897,1532402938627564,c1958768d48640948f6053d04cffd35b,0f2efdc2c7ab463e93825dbf849dbcdb,"[399.908, 1117.209, 0.0]","[409.897, 1109.434, 0.988]",12.697000000000001,114.9,15.39,0,0,0,0,14.86
9518,scene-0061,1532402938647444,1532402939128381,c1958768d48640948f6053d04cffd35b,2bff484f662f4a438751c5daac0f4d5e,"[401.065, 1115.678, 0.0]","[411.035, 1108.881, 0.988]",12.107000000000001,105.6,14.86,0,0,0,1,14.07
9520,scene-0061,1532402939147334,1532402939627276,c1958768d48640948f6053d04cffd35b,d68b784ebd124073b23767a09e643926,"[402.474, 1114.149, 0.0]","[412.296, 1108.324, 0.988]",11.462,102.4,14.07,0,1,0,0,11.41
9527,scene-0061,1532402939697511,1532402940627263,c1958768d48640948f6053d04cffd35b,0b875cbe5c924238a3a54f80846b8110,"[404.114, 1112.676, 0.0]","[413.638, 1107.792, 0.988]",10.749,74.6,11.41,0,0,0,0,10.63
9530,scene-0061,1532402940197958,1532402941126977,c1958768d48640948f6053d04cffd35b,3b98da648ec54580a4e6aff7c1aa750d,"[405.594, 1111.559, 0.0]","[414.858, 1107.239, 0.988]",10.269,67.9,10.63,0,0,0,0,9.88
9535,scene-0061,1532402940797343,1532402941626849,c1958768d48640948f6053d04cffd35b,7a10260537024347b87c8b499ea88a15,"[407.235, 1110.495, 0.0]","[416.431, 1106.546, 0.988]",10.056000000000001,51.4,9.88,0,0,0,0,9.23
9537,scene-0061,1532402941297218,1532402942126884,c1958768d48640948f6053d04cffd35b,cfe1457a99e4465f8e6b683a4688e813,"[408.529, 1109.754, 0.0]","[417.777, 1105.942, 0.988]",10.051,21.7,9.23,0,0,0,0,8.77
9542,scene-0061,1532402941797653,1532402942626612,c1958768d48640948f6053d04cffd35b,cdfd8e85d17942f8820c2f234239b874,"[409.736, 1109.123, 0.0]","[419.123, 1105.339, 0.988]",10.169,9.9,8.77,0,0,0,0,8.49
9548,scene-0061,1532402942197463,1532402943127326,c1958768d48640948f6053d04cffd35b,8633be668e3445b19f26465ff6bdf5a4,"[410.665, 1108.672, 0.0]","[420.201, 1104.947, 0.988]",10.285,2.4,8.49,0,0,0,0,8.21
9551,scene-0061,1532402942697870,1532402943627546,c1958768d48640948f6053d04cffd35b,97a12a3973934204bc927bf2c6328e16,"[411.779, 1108.142, 0.0]","[421.476, 1104.531, 0.988]",10.394,1.9,8.21,0,0,0,0,8.21
9553,scene-0061,1532402943197769,1532402944127527,c1958768d48640948f6053d04cffd35b,c2721bb7f86f48e58800f40a3b5ad613,"[412.849, 1107.64, 0.0]","[422.729, 1104.393, 0.988]",10.447000000000001,5.6,8.21,0,0,0,0,8.29
9559,scene-0061,1532402943697655,1532402944627353,c1958768d48640948f6053d04cffd35b,dfcd70bb4efa4ae29a99cf19d3d0cfa0,"[413.902, 1107.148, 0.0]","[423.942, 1104.199, 0.972]",10.509,29.1,8.29,0,0,0,0,8.3
9561,scene-0061,1532402944198088,1532402945126725,c1958768d48640948f6053d04cffd35b,4e9a65ceca9a4533aed3cfd6ff8eba08,"[414.964, 1106.652, 0.0]","[425.177, 1104.334, 0.955]",10.515999999999998,79.3,8.3,0,0,0,0,8.39
9565,scene-0061,1532402944697931,1532402945627355,c1958768d48640948f6053d04cffd35b,2019267b05624caf8cbdf9db842d3cf5,"[415.985, 1106.182, 0.0]","[426.23, 1104.619, 0.938]",10.405999999999999,104.6,8.39,0,0,0,2,8.25
9570,scene-0061,1532402945197276,1532402946127094,c1958768d48640948f6053d04cffd35b,1263af5649bd4c6caa33272276a0329c,"[417.022, 1105.722, 0.0]","[427.101, 1105.125, 1.022]",10.149,123.8,8.25,0,2,0,6,7.5
9576,scene-0061,1532402945697148,1532402946627093,c1958768d48640948f6053d04cffd35b,cad8d5a3f7cc4c55bc44da68369f49da,"[418.165, 1105.272, 0.0]","[427.868, 1105.779, 1.105]",9.779,155.8,7.5,0,6,0,2,6.12
9579,scene-0061,1532402946297085,1532402946627093,c1958768d48640948f6053d04cffd35b,d02856dbe859476f9635f449d23aa211,"[419.527, 1104.831, 0.0]","[428.504, 1106.56, 1.188]",9.219,155.8,7.5,0,6,0,2,6.12
6169,scene-0041,1532401500647201,1532401501133326,5914d9b538ea44b9af49ab70cef66eee,ee1837c6830844208ae061bc07e342be,"[993.739, 565.149, 0.0]","[961.375, 528.813, 0.886]",48.667,0.2,30.9,0,0,0,0,29.73
6174,scene-0041,1532401501047523,1532401501632971,5914d9b538ea44b9af49ab70cef66eee,9e59f1d2515e4a5bba891071c664a560,"[991.204, 562.718, 0.0]","[961.385, 528.773, 0.874]",45.191,8.1,29.73,0,0,0,0,28.05
6180,scene-0041,1532401501547413,1532401502132629,5914d9b538ea44b9af49ab70cef66eee,857eb3ee83004292bb7278e352ca5580,"[988.061, 559.73, 0.0]","[961.373, 528.752, 0.862]",40.898,10.7,28.05,0,0,0,0,26.16
6190,scene-0041,1532401502047832,1532401502632508,5914d9b538ea44b9af49ab70cef66eee,35bf28b716ef46b4bbd321834c0074c9,"[985.128, 556.877, 0.0]","[961.361, 528.73, 0.85]",36.849000000000004,13.7,26.16,0,0,0,0,24.08
6196,scene-0041,1532401502547169,1532401503133177,5914d9b538ea44b9af49ab70cef66eee,5bb5ba200afa41ae8abea36f6cb7f08c,"[982.397, 554.143, 0.0]","[961.349, 528.709, 0.838]",33.024,14.2,24.08,0,0,0,0,21.79
6203,scene-0041,1532401503047048,1532401503633435,5914d9b538ea44b9af49ab70cef66eee,c117fc44c41a4589ab3ddb2b611870f3,"[979.956, 551.599, 0.0]","[961.366, 528.737, 0.84]",29.479,9.2,21.79,0,0,0,0,19.59
6206,scene-0041,1532401503547474,1532401504133346,5914d9b538ea44b9af49ab70cef66eee,b7013092782349c3a72ba086259f8ac3,"[977.724, 549.19, 0.0]","[961.382, 528.766, 0.843]",26.171,7.0,19.59,0,0,0,0,17.45
6212,scene-0041,1532401504047924,1532401504632947,5914d9b538ea44b9af49ab70cef66eee,2bfdde0b69ab4187a9d1a127d59bf9ad,"[975.755, 546.991, 0.0]","[961.399, 528.794, 0.846]",23.193,8.4,17.45,0,0,0,0,15.1
6218,scene-0041,1532401504548339,1532401505133431,5914d9b538ea44b9af49ab70cef66eee,bd8e0032af5b4220ac6293f30818493c,"[974.02, 545.027, 0.0]","[961.416, 528.823, 0.848]",20.546999999999997,8.7,15.1,0,0,0,0,12.92
6224,scene-0041,1532401505048207,1532401505633868,5914d9b538ea44b9af49ab70cef66eee,e36b842e400441469e77415f387cfa2e,"[972.539, 543.311, 0.0]","[961.433, 528.851, 0.851]",18.252,8.7,12.92,0,0,0,0,10.88
6237,scene-0041,1532401505548069,1532401506132880,5914d9b538ea44b9af49ab70cef66eee,a3b00fd5cb2e437288cf9d5a5bc42f29,"[971.252, 541.821, 0.0]","[961.406, 528.854, 0.855]",16.304000000000002,8.8,10.88,0,0,0,4,9.04
6241,scene-0041,1532401506047956,1532401506633106,5914d9b538ea44b9af49ab70cef66eee,75beeb0796404829a640b3a34ddf79a0,"[970.15, 540.524, 0.0]","[961.379, 528.856, 0.858]",14.622,10.0,9.04,0,4,0,6,7.17
6247,scene-0041,1532401506548376,1532401507133736,5914d9b538ea44b9af49ab70cef66eee,844b96e12b024a3785b387e1cacee0ed,"[969.268, 539.467, 0.0]","[961.352, 528.859, 0.862]",13.264000000000001,1.9,7.17,0,6,0,7,5.54
6253,scene-0041,1532401507048824,1532401507634106,5914d9b538ea44b9af49ab70cef66eee,00f4f521f51b4cba8263eb030580fe17,"[968.546, 538.6, 0.0]","[961.325, 528.862, 0.866]",12.154000000000002,3.9,5.54,0,7,0,6,4.08
6265,scene-0041,1532401507448620,1532401508132418,5914d9b538ea44b9af49ab70cef66eee,341b6c6c0fa8496eb36cecd9128598ae,"[968.083, 538.032, 0.0]","[961.299, 528.864, 0.87]",11.437999999999999,3.9,4.08,0,6,0,6,2.75
6272,scene-0041,1532401507949062,1532401508633871,5914d9b538ea44b9af49ab70cef66eee,31bb98c8529640e493320ba1ecd64a34,"[967.625, 537.462, 0.0]","[961.29, 528.826, 0.866]",10.745,2.6,2.75,0,6,0,6,1.53
6273,scene-0041,1532401508448897,1532401509133321,5914d9b538ea44b9af49ab70cef66eee,2796a8c225d741f0882edf42350fe094,"[967.304, 537.066, 0.0]","[961.281, 528.787, 0.862]",10.275,2.6,1.53,0,6,0,6,0.0
6282,scene-0041,1532401508948235,1532401509634533,5914d9b538ea44b9af49ab70cef66eee,58b41dd5ded041cba8033e736873532b,"[967.09, 536.8, 0.0]","[961.272, 528.749, 0.859]",9.971,2.7,0.0,0,6,0,6,0.0
6285,scene-0041,1532401509447576,1532401509634533,5914d9b538ea44b9af49ab70cef66eee,6e9aac16360d49a9942580b8e32a40b8,"[966.981, 536.663, 0.0]","[961.263, 528.711, 0.855]",9.832,2.7,0.0,0,6,0,6,0.0
22461,scene-0190,1533107509447769,1533107509915342,e49e2fd935074715a021e1c14827fb69,a1849d38483b4bf187ba3791692edf27,"[1050.02, 830.767, 0.0]","[1018.916, 864.015, 0.581]",45.533,-4.5,25.0,0,0,0,0,22.31
22465,scene-0190,1533107509947668,1533107510415610,e49e2fd935074715a021e1c14827fb69,e295abc47c6a487faff4dbb75cb2327d,"[1047.334, 833.284, 0.0]","[1018.92, 864.035, 0.531]",41.871,-1.1,22.31,0,0,0,0,19.27
22469,scene-0190,1533107510448100,1533107510915223,e49e2fd935074715a021e1c14827fb69,badb48869fc042c89595aad2c219ca32,"[1044.931, 835.577, 0.0]","[1018.925, 864.054, 0.481]",38.568000000000005,-1.5,19.27,0,0,0,0,16.1
22471,scene-0190,1533107510946846,1533107511415586,e49e2fd935074715a021e1c14827fb69,cc34671866fb47789ab46f82f5750efa,"[1042.877, 837.525, 0.0]","[1018.864, 864.015, 0.406]",35.756,-10.3,16.1,0,0,0,0,13.09
22473,scene-0190,1533107511446721,1533107511915009,e49e2fd935074715a021e1c14827fb69,4cbd35aeb5ce4505afe8d3e3d1ecce99,"[1041.142, 839.161, 0.0]","[1018.804, 863.977, 0.331]",33.39,-16.0,13.09,0,0,0,0,10.51
22475,scene-0190,1533107511946616,1533107512414830,e49e2fd935074715a021e1c14827fb69,f2d131f3099041288d03fb0ecd7c5cc9,"[1039.694, 840.544, 0.0]","[1018.792, 863.969, 0.306]",31.396,-17.5,10.51,0,0,74,0,9.45
22477,scene-0190,1533107512446476,1533107512915276,e49e2fd935074715a021e1c14827fb69,8be4e8508c644e839ab5f9834371abde,"[1038.586, 841.62, 0.0]","[1018.78, 863.961, 0.281]",29.857,-17.5,9.45,74,0,122,0,9.6
22480,scene-0190,1533107512946937,1533107513415363,e49e2fd935074715a021e1c14827fb69,f4ef70414c794cda9a8eafcbdccc0179,"[1037.68, 842.521, 0.0]","[1018.792, 863.969, 0.256]",28.581,-12.3,9.6,122,0,73,0,10.41
22482,scene-0190,1533107513446775,1533107513915303,e49e2fd935074715a021e1c14827fb69,f502047cbda646659638839f0f968feb,"[1036.802, 843.409, 0.0]","[1018.804, 863.977, 0.231]",27.331,-8.0,10.41,73,0,30,0,10.87
22484,scene-0190,1533107513946672,1533107514415797,e49e2fd935074715a021e1c14827fb69,4a6c4a6a996e4d9a90c9767898ecce46,"[1035.83, 844.41, 0.0]","[1018.804, 863.977, 0.255]",25.939,-1.7,10.87,30,0,22,0,10.89
22486,scene-0190,1533107514447098,1533107514915351,e49e2fd935074715a021e1c14827fb69,340c0b4b046b4f1d91b942cffc0f56e0,"[1034.772, 845.519, 0.0]","[1018.804, 863.977, 0.278]",24.408,-0.8,10.89,22,0,32,0,10.8
22488,scene-0190,1533107514946417,1533107515415161,e49e2fd935074715a021e1c14827fb69,e7b11c31be6648f6b5524b714cfbdb69,"[1033.676, 846.685, 0.0]","[1018.792, 863.969, 0.353]",22.811999999999998,2.9,10.8,32,0,29,0,10.81
22490,scene-0190,1533107515446840,1533107515916237,e49e2fd935074715a021e1c14827fb69,5fe43bcb918c47b9af2b91c125a8edf7,"[1032.635, 847.793, 0.0]","[1018.78, 863.961, 0.428]",21.296999999999997,3.5,10.81,29,0,22,0,10.9
22491,scene-0190,1533107515946713,1533107516415490,e49e2fd935074715a021e1c14827fb69,53216b36efac40738772110592564211,"[1031.598, 848.889, 0.0]","[1018.769, 863.952, 0.428]",19.79,3.6,10.9,22,0,0,0,10.94
22494,scene-0190,1533107516446610,1533107516915813,e49e2fd935074715a021e1c14827fb69,fd617847a1174b65a44752e641975162,"[1030.535, 850.005, 0.0]","[1018.757, 863.944, 0.428]",18.254,1.3,10.94,0,0,0,1,10.79
22495,scene-0190,1533107516947038,1533107517415956,e49e2fd935074715a021e1c14827fb69,aaafe26605b44b48a0173221e7498e25,"[1029.487, 851.1, 0.0]","[1018.757, 863.944, 0.453]",16.743,-14.8,10.79,0,1,0,1,9.93
22497,scene-0190,1533107517446344,1533107517915454,e49e2fd935074715a021e1c14827fb69,6ba1fc7602bd4023b8241cd2d2ff15b3,"[1028.409, 852.227, 0.0]","[1018.757, 863.944, 0.478]",15.187999999999999,-28.1,9.93,0,1,0,4,8.77
22499,scene-0190,1533107517946789,1533107518415190,e49e2fd935074715a021e1c14827fb69,214f67d70fd64ffea94be472dfc934de,"[1027.414, 853.285, 0.0]","[1018.732, 863.98, 0.478]",13.784,-38.6,8.77,0,4,0,6,7.5
22502,scene-0190,1533107518447228,1533107518915739,e49e2fd935074715a021e1c14827fb69,1ff539835d1545f58613fcee9b70afdc,"[1026.544, 854.247, 0.0]","[1018.708, 864.015, 0.478]",12.532,-44.5,7.5,0,6,0,8,6.22
22503,scene-0190,1533107518947643,1533107519414803,e49e2fd935074715a021e1c14827fb69,f1bf2358c61948889ef1ab6fa2301c96,"[1025.808, 855.092, 0.0]","[1018.708, 864.015, 0.503]",11.414000000000001,-47.2,6.22,0,8,0,12,4.74
22506,scene-0190,1533107519447539,1533107519915240,e49e2fd935074715a021e1c14827fb69,370d6492c0914516aba76d2d310de49a,"[1025.223, 855.79, 0.0]","[1018.708, 864.015, 0.528]",10.505999999999998,-48.0,4.74,0,12,0,12,3.03
22507,scene-0190,1533107519946275,1533107520415371,e49e2fd935074715a021e1c14827fb69,cb5c4272314f43009c502fa9cb3aae0c,"[1024.762, 856.35, 0.0]","[1018.691, 864.038, 0.503]",9.809,-48.8,3.03,0,12,0,7,1.49
22510,scene-0190,1533107520446147,1533107520915241,e49e2fd935074715a021e1c14827fb69,d4a4494d93e045c9b197fb9e82d3e920,"[1024.463, 856.734, 0.0]","[1018.675, 864.062, 0.478]",9.35,-49.3,1.49,0,7,0,12,0.0
22511,scene-0190,1533107520946027,1533107521415234,e49e2fd935074715a021e1c14827fb69,6e84534e1a0d40a0a437d2b0dc76f9aa,"[1024.307, 856.944, 0.0]","[1018.651, 864.097, 0.478]",9.132,-49.8,0.0,0,12,0,12,0.0
22514,scene-0190,1533107521446515,1533107521914885,e49e2fd935074715a021e1c14827fb69,b3275768129342aeacc3cdd0950c1105,"[1024.24, 857.035, 0.0]","[1018.626, 864.132, 0.478]",9.062000000000001,-49.8,0.0,0,12,0,12,0.0
22516,scene-0190,1533107521946335,1533107522415769,e49e2fd935074715a021e1c14827fb69,2e90afa1fd754dd0babb65a6953c2356,"[1024.243, 857.037, 0.0]","[1018.63, 864.132, 0.482]",9.06,-49.8,0.0,0,12,0,12,0.0
22517,scene-0190,1533107522446782,1533107522915239,e49e2fd935074715a021e1c14827fb69,edf97bb2f1a14cf19ccce639fff83d5e,"[1024.248, 857.034, 0.0]","[1018.634, 864.131, 0.486]",9.062000000000001,-49.8,0.0,0,12,0,12,0.0
22520,scene-0190,1533107522896871,1533107523415712,e49e2fd935074715a021e1c14827fb69,c425be5c43e247c48732d754ea98af5e,"[1024.25, 857.035, 0.0]","[1018.638, 864.131, 0.49]",9.06,-49.8,0.0,0,12,0,12,0.0
22522,scene-0190,1533107523397296,1533107523915391,e49e2fd935074715a021e1c14827fb69,06ed6d4b1f504731af8c6447e5f7ea1a,"[1024.251, 857.036, 0.0]","[1018.642, 864.13, 0.494]",9.057,-49.7,0.0,0,12,0,12,0.0
22524,scene-0190,1533107523897185,1533107524415235,e49e2fd935074715a021e1c14827fb69,ada400fd9d84474591ee472dd58480d7,"[1024.253, 857.037, 0.0]","[1018.646, 864.13, 0.498]",9.055,-49.6,0.0,0,12,0,12,0.0
22525,scene-0190,1533107524397085,1533107524915279,e49e2fd935074715a021e1c14827fb69,03672ccb924446b096213afb610e3aad,"[1024.254, 857.038, 0.0]","[1018.65, 864.129, 0.501]",9.052,-49.6,0.0,0,12,0,12,0.0
22527,scene-0190,1533107524896961,1533107525415191,e49e2fd935074715a021e1c14827fb69,cd20b9a8fe184e18a6f5df3e4e061fef,"[1024.254, 857.039, 0.0]","[1018.654, 864.129, 0.505]",9.049,-49.6,0.0,0,12,0,11,0.0
22530,scene-0190,1533107525397356,1533107525915269,e49e2fd935074715a021e1c14827fb69,9162328a320b41328a03465cd63ac072,"[1024.255, 857.039, 0.0]","[1018.658, 864.128, 0.509]",9.046,-49.4,0.0,0,11,0,11,0.0
22531,scene-0190,1533107525896697,1533107526415275,e49e2fd935074715a021e1c14827fb69,ca308d8afab8429e97376c4b4baecbec,"[1024.256, 857.04, 0.0]","[1018.662, 864.128, 0.513]",9.044,-49.4,0.0,0,11,0,11,0.0
22534,scene-0190,1533107526396585,1533107526915757,e49e2fd935074715a021e1c14827fb69,a2465f0e91e1499aa951633412941de9,"[1024.256, 857.04, 0.0]","[1018.666, 864.127, 0.517]",9.041,-49.2,0.0,0,11,0,11,0.0
22535,scene-0190,1533107526897004,1533107527414996,e49e2fd935074715a021e1c14827fb69,6b68aebfb19943f4bbe3060a76b5737b,"[1024.257, 857.041, 0.0]","[1018.67, 864.127, 0.521]",9.039,-48.5,0.0,0,11,0,11,0.0
22537,scene-0190,1533107527396861,1533107527414996,e49e2fd935074715a021e1c14827fb69,c3ada22c51274b48af0bc3f96e11dbdf,"[1024.257, 857.041, 0.0]","[1018.674, 864.126, 0.524]",9.036,-48.5,0.0,0,11,0,11,0.0
22893,scene-0194,1533107748546692,1533107748914854,ed77c0e17186414c97aa3bf4ea3ea162,3ee6eb71c8de46eb93bd142d3ffb7f22,"[529.463, 1451.327, 0.0]","[525.219, 1421.698, 1.036]",29.949,84.7,17.68,0,0,0,0,16.79
22899,scene-0194,1533107749047128,1533107749414467,ed77c0e17186414c97aa3bf4ea3ea162,40f8ba31a16948968f912f94ab0e3ee2,"[528.914, 1448.883, 0.0]","[525.19, 1421.341, 0.927]",27.808000000000003,47.6,16.79,0,0,0,0,15.56
22906,scene-0194,1533107749548161,1533107749913975,ed77c0e17186414c97aa3bf4ea3ea162,b8c4cfcd0942467c80bc11f1057093e8,"[528.584, 1446.531, 0.0]","[524.945, 1420.517, 0.868]",26.281,26.4,15.56,0,0,13,0,14.46
22913,scene-0194,1533107750047420,1533107750414478,ed77c0e17186414c97aa3bf4ea3ea162,57e48a9ec8814efdbcb622320099cfde,"[528.373, 1444.397, 0.0]","[524.493, 1419.047, 0.809]",25.658,-6.5,14.46,13,0,120,0,14.03
22920,scene-0194,1533107750546735,1533107750914314,ed77c0e17186414c97aa3bf4ea3ea162,08221c677add418091beabe917d4811b,"[528.203, 1442.345, 0.0]","[523.855, 1417.076, 0.75]",25.651,-25.2,14.03,120,0,105,0,14.61
22923,scene-0194,1533107751047175,1533107751414699,ed77c0e17186414c97aa3bf4ea3ea162,f12431c994374881b333e864592eba61,"[528.02, 1440.404, 0.0]","[523.007, 1414.697, 0.691]",26.201,-28.4,14.61,105,0,71,0,15.16
22936,scene-0194,1533107751547044,1533107751915406,ed77c0e17186414c97aa3bf4ea3ea162,2d4d5b2f17d04754b33a32d069fd4539,"[527.789, 1438.422, 0.0]","[522.077, 1412.264, 0.632]",26.781999999999996,-28.3,15.16,71,0,244,0,15.58
22945,scene-0194,1533107752046925,1533107752414269,ed77c0e17186414c97aa3bf4ea3ea162,8d0db550f7f54c76b83d0a78e016ea35,"[527.488, 1436.269, 0.0]","[521.013, 1409.158, 0.573]",27.879,-20.7,15.58,244,0,347,0,17.41
22953,scene-0194,1533107752446710,1533107752914258,ed77c0e17186414c97aa3bf4ea3ea162,5a8c59048b314ae0b82917d3819a1147,"[527.199, 1434.545, 0.0]","[520.007, 1406.514, 0.564]",28.944000000000003,-14.6,17.41,347,0,211,0,19.83
22957,scene-0194,1533107752946592,1533107753413754,ed77c0e17186414c97aa3bf4ea3ea162,38e95c9547d149299485cd5e244249ee,"[526.762, 1432.307, 0.0]","[518.709, 1403.047, 0.455]",30.351,-10.5,19.83,211,0,40,0,21.15
22965,scene-0194,1533107753447012,1533107753913903,ed77c0e17186414c97aa3bf4ea3ea162,4c124fd7e0fb4bc5838ae05b284b2de6,"[526.215, 1429.71, 0.0]","[517.281, 1399.441, 0.396]",31.563000000000002,-7.4,21.15,40,0,57,0,20.98
22973,scene-0194,1533107753947463,1533107754414599,ed77c0e17186414c97aa3bf4ea3ea162,cc2df6e96e6d4149a40ea954bfce6f44,"[525.571, 1426.86, 0.0]","[515.902, 1396.026, 0.337]",32.316,-7.0,20.98,57,0,47,0,21.0
22979,scene-0194,1533107754448439,1533107754914242,ed77c0e17186414c97aa3bf4ea3ea162,50a91a016eec45d9ba3a80be78f9c438,"[524.882, 1423.943, 0.0]","[514.459, 1392.574, 0.262]",33.056,-7.1,21.0,47,0,118,0,21.08
22992,scene-0194,1533107754899105,1533107755414592,ed77c0e17186414c97aa3bf4ea3ea162,c3456044765a469ea4acc0b72413bbd5,"[524.252, 1421.374, 0.0]","[513.177, 1389.54, 0.236]",33.705999999999996,-7.4,21.08,118,0,118,0,21.64
22997,scene-0194,1533107755399024,1533107755914792,ed77c0e17186414c97aa3bf4ea3ea162,2b888870e2304379afbf0b121097715c,"[523.523, 1418.496, 0.0]","[512.101, 1386.856, 0.16]",33.639,-9.4,21.64,118,0,32,0,22.29
23007,scene-0194,1533107755896645,1533107756414541,ed77c0e17186414c97aa3bf4ea3ea162,911220cfa35c4b3fa448bf5c08f0504b,"[522.76, 1415.637, 0.0]","[511.331, 1384.288, 0.135]",33.368,-12.0,22.29,32,0,0,0,22.39
