,scene,timestamp,utime,inst_token,ann_token,ego_pos,object_pos,distance,steering,ego_speed,throttle,brake,future_throttle,future_brake,futur_speed,distance_1,ego_speed_1,d_diff_1,s_diff_1,distance_2,ego_speed_2,d_diff_2,s_diff_2,distance_3,ego_speed_3,d_diff_3,s_diff_3,distance_4,ego_speed_4,d_diff_4,s_diff_4,distance_5,ego_speed_5,d_diff_5,s_diff_5
1752,scene-0001,1531883536448428,1531883536891266,6efa17d08f464d72bbf5613e7149a5b0,2c2867120177485291ba6165f545de6e,"[992.031, 633.339, 0.0]","[967.184, 652.154, 1.668]",31.211,-4.1,18.87,0,0,0,0,17.99,99.0,18.87,-67.789,0.0,34.036,19.7,-2.825000000000003,-0.8299999999999983,99.0,19.7,-67.789,-0.8299999999999983,99.0,20.42,-67.789,-1.5500000000000007,36.959,20.42,-5.748000000000005,-1.5500000000000007
1753,scene-0001,1531883536948304,1531883537391535,6efa17d08f464d72bbf5613e7149a5b0,0d1d99acb78641049fa01044e6690f1d,"[990.012, 635.071, 0.0]","[967.191, 652.163, 1.673]",28.561,-6.0,17.99,0,0,0,0,17.04,31.211,18.87,-2.6499999999999986,-0.8800000000000026,99.0,18.87,-70.439,-0.8800000000000026,34.036,19.7,-5.475000000000001,-1.7100000000000009,99.0,19.7,-70.439,-1.7100000000000009,99.0,20.42,-70.439,-2.4300000000000033
1755,scene-0001,1531883536948304,1531883537391535,vehicle_info,5d054297a2bf43638a1d37cbb2ea2365,"[990.012, 635.071, 0.0]","[990.012, 635.071, 0.0]",99.0,-6.0,17.99,0,0,0,0,17.04,28.561,17.99,70.439,0.0,31.211,18.87,67.789,-0.8800000000000026,99.0,18.87,0.0,-0.8800000000000026,34.036,19.7,64.964,-1.7100000000000009,99.0,19.7,0.0,-1.7100000000000009
1759,scene-0001,1531883537397861,1531883537890680,6efa17d08f464d72bbf5613e7149a5b0,63179b047d1a4246bba712a6796b245a,"[988.229, 636.597, 0.0]","[967.197, 652.172, 1.678]",26.225,-20.2,17.04,0,0,0,0,16.08,99.0,17.99,-72.775,-0.9499999999999993,28.561,17.99,-2.3359999999999985,-0.9499999999999993,31.211,18.87,-4.985999999999997,-1.8300000000000018,99.0,18.87,-72.775,-1.8300000000000018,34.036,19.7,-7.811,-2.66
1760,scene-0001,1531883537397861,1531883537890680,vehicle_info,fcd37961086342abaf431243971cbc9b,"[988.229, 636.597, 0.0]","[988.229, 636.597, 0.0]",99.0,-20.2,17.04,0,0,0,0,16.08,26.225,17.04,72.775,0.0,99.0,17.99,0.0,-0.9499999999999993,28.561,17.99,70.439,-0.9499999999999993,31.211,18.87,67.789,-1.8300000000000018,99.0,18.87,0.0,-1.8300000000000018
1762,scene-0001,1531883537898302,1531883538391181,6efa17d08f464d72bbf5613e7149a5b0,c7624ddd5a0b4bedbaa80a0b6fbf2b8d,"[986.365, 638.22, 0.0]","[967.204, 652.18, 1.683]",23.767,-26.3,16.08,0,0,1,0,15.18,99.0,17.04,-75.233,-0.9600000000000009,26.225,17.04,-2.458000000000002,-0.9600000000000009,99.0,17.99,-75.233,-1.9100000000000001,28.561,17.99,-4.7940000000000005,-1.9100000000000001,31.211,18.87,-7.443999999999999,-2.7900000000000027
1763,scene-0001,1531883537898302,1531883538391181,vehicle_info,6ec48adcac3b407ca77de01d2c600bf4,"[986.365, 638.22, 0.0]","[986.365, 638.22, 0.0]",99.0,-26.3,16.08,0,0,1,0,15.18,23.767,16.08,75.233,0.0,99.0,17.04,0.0,-0.9600000000000009,26.225,17.04,72.775,-0.9600000000000009,99.0,17.99,0.0,-1.9100000000000001,28.561,17.99,70.439,-1.9100000000000001
1765,scene-0001,1531883538398184,1531883538891452,6efa17d08f464d72bbf5613e7149a5b0,d587f908fe52424e8640f7f0f1e82c7e,"[984.687, 639.74, 0.0]","[967.177, 652.146, 1.625]",21.521,-27.9,15.18,1,0,57,0,14.53,99.0,16.08,-77.479,-0.8999999999999986,23.767,16.08,-2.2459999999999987,-0.8999999999999986,99.0,17.04,-77.479,-1.8599999999999994,26.225,17.04,-4.704000000000001,-1.8599999999999994,99.0,17.99,-77.479,-2.8099999999999987
1766,scene-0001,1531883538398184,1531883538891452,vehicle_info,7ff1f84a3c184434a366282773ca9572,"[984.687, 639.74, 0.0]","[984.687, 639.74, 0.0]",99.0,-27.9,15.18,1,0,57,0,14.53,21.521,15.18,77.479,0.0,99.0,16.08,0.0,-0.8999999999999986,23.767,16.08,75.233,-0.8999999999999986,99.0,17.04,0.0,-1.8599999999999994,26.225,17.04,72.775,-1.8599999999999994
1770,scene-0001,1531883538947820,1531883539390586,6efa17d08f464d72bbf5613e7149a5b0,d14a94a024db44c9a39a551e9c81d7a4,"[982.977, 641.375, 0.0]","[967.208, 652.149, 1.613]",19.166,-28.4,14.53,57,0,107,0,14.53,99.0,15.18,-79.834,-0.6500000000000004,21.521,15.18,-2.3550000000000004,-0.6500000000000004,99.0,16.08,-79.834,-1.549999999999999,23.767,16.08,-4.600999999999999,-1.549999999999999,99.0,17.04,-79.834,-2.51
1772,scene-0001,1531883538947820,1531883539390586,vehicle_info,9253e18a84404e25b1eb4433905ad579,"[982.977, 641.375, 0.0]","[982.977, 641.375, 0.0]",99.0,-28.4,14.53,57,0,107,0,14.53,19.166,14.53,79.834,0.0,99.0,15.18,0.0,-0.6500000000000004,21.521,15.18,77.479,-0.6500000000000004,99.0,16.08,0.0,-1.549999999999999,23.767,16.08,75.233,-1.549999999999999
1775,scene-0001,1531883539548333,1531883539891072,6efa17d08f464d72bbf5613e7149a5b0,65c895bf540f457a8aa5950dc9f6aab0,"[981.26, 643.1, 0.0]","[967.211, 652.118, 1.6]",16.771,-27.5,14.53,107,0,120,0,15.12,99.0,14.53,-82.229,0.0,19.166,14.53,-2.3949999999999996,0.0,99.0,15.18,-82.229,-0.6500000000000004,21.521,15.18,-4.75,-0.6500000000000004,99.0,16.08,-82.229,-1.549999999999999
1776,scene-0001,1531883539548333,1531883539891072,vehicle_info,0037a705a2e04559b1bba6c01beca1cf,"[981.26, 643.1, 0.0]","[981.26, 643.1, 0.0]",99.0,-27.5,14.53,107,0,120,0,15.12,16.771,14.53,82.229,0.0,99.0,14.53,0.0,0.0,19.166,14.53,79.834,0.0,99.0,15.18,0.0,-0.6500000000000004,21.521,15.18,77.479,-0.6500000000000004
1778,scene-0001,1531883540048753,1531883540391518,6efa17d08f464d72bbf5613e7149a5b0,ccb3fae54cc646e1bbe089e5113523a1,"[979.874, 644.584, 0.0]","[967.242, 652.122, 1.588]",14.796,-16.6,15.12,120,0,127,0,15.85,99.0,14.53,-84.20400000000001,0.5899999999999999,16.771,14.53,-1.9750000000000014,0.5899999999999999,99.0,14.53,-84.20400000000001,0.5899999999999999,19.166,14.53,-4.370000000000001,0.5899999999999999,99.0,15.18,-84.20400000000001,-0.0600000000000005
1779,scene-0001,1531883540048753,1531883540391518,vehicle_info,2acfc4b99f084778bc484fa1eef1b79f,"[979.874, 644.584, 0.0]","[979.874, 644.584, 0.0]",99.0,-16.6,15.12,120,0,127,0,15.85,14.796,15.12,84.20400000000001,0.0,99.0,14.53,0.0,0.5899999999999999,16.771,14.53,82.229,0.5899999999999999,99.0,14.53,0.0,0.5899999999999999,19.166,14.53,79.834,0.5899999999999999
1781,scene-0001,1531883540548630,1531883540891005,6efa17d08f464d72bbf5613e7149a5b0,ec43ac588c6247a68c27144f63872035,"[978.498, 646.131, 0.0]","[967.273, 652.125, 1.575]",12.822000000000001,-0.3,15.85,127,0,164,0,16.69,99.0,15.12,-86.178,0.7300000000000004,14.796,15.12,-1.9739999999999984,0.7300000000000004,99.0,14.53,-86.178,1.3200000000000003,16.771,14.53,-3.949,1.3200000000000003,99.0,14.53,-86.178,1.3200000000000003
1784,scene-0001,1531883540548630,1531883540891005,vehicle_info,5c95b81d9d404c219b4393da7e020280,"[978.498, 646.131, 0.0]","[978.498, 646.131, 0.0]",99.0,-0.3,15.85,127,0,164,0,16.69,12.822000000000001,15.85,86.178,0.0,99.0,15.12,0.0,0.7300000000000004,14.796,15.12,84.20400000000001,0.7300000000000004,99.0,14.53,0.0,1.3200000000000003,16.771,14.53,82.229,1.3200000000000003
1786,scene-0001,1531883541048503,1531883541391291,6efa17d08f464d72bbf5613e7149a5b0,7fbfb86f776a4b8c8ae8197518258016,"[977.039, 647.804, 0.0]","[967.333, 652.164, 1.525]",10.749,19.7,16.69,164,0,180,0,17.77,99.0,15.85,-88.251,0.8400000000000016,12.822000000000001,15.85,-2.0730000000000004,0.8400000000000016,99.0,15.12,-88.251,1.570000000000002,14.796,15.12,-4.046999999999999,1.570000000000002,99.0,14.53,-88.251,2.160000000000002
1789,scene-0001,1531883541048503,1531883541391291,vehicle_info,e5bb15af564245e99b4def0019b2b045,"[977.039, 647.804, 0.0]","[977.039, 647.804, 0.0]",99.0,19.7,16.69,164,0,180,0,17.77,10.749,16.69,88.251,0.0,99.0,15.85,0.0,0.8400000000000016,12.822000000000001,15.85,86.178,0.8400000000000016,99.0,15.12,0.0,1.570000000000002,14.796,15.12,84.20400000000001,1.570000000000002
1791,scene-0001,1531883541548949,1531883541891043,vehicle_info,2d0f28162f864ad391ddeefb4aaf5b05,"[975.502, 649.56, 0.0]","[975.502, 649.56, 0.0]",99.0,30.0,17.77,180,0,180,0,18.9,99.0,16.69,0.0,1.0799999999999983,10.749,16.69,88.251,1.0799999999999983,99.0,15.85,0.0,1.92,12.822000000000001,15.85,86.178,1.92,99.0,15.12,0.0,2.6500000000000004
1794,scene-0001,1531883541548949,1531883541891043,6efa17d08f464d72bbf5613e7149a5b0,e47a6e3d39794d14836f97c5562a1f55,"[975.502, 649.56, 0.0]","[967.366, 652.169, 1.475]",8.67,30.0,17.77,180,0,180,0,18.9,99.0,17.77,-90.33,0.0,99.0,16.69,-90.33,1.0799999999999983,10.749,16.69,-2.0790000000000006,1.0799999999999983,99.0,15.85,-90.33,1.92,12.822000000000001,15.85,-4.152000000000001,1.92
1798,scene-0001,1531883542049384,1531883542391339,vehicle_info,026155aa1c554e2f87914ec9ba80acae,"[973.859, 651.358, 0.0]","[973.859, 651.358, 0.0]",99.0,37.2,18.9,180,0,180,0,19.96,8.67,17.77,90.33,1.129999999999999,99.0,17.77,0.0,1.129999999999999,99.0,16.69,0.0,2.2099999999999973,10.749,16.69,88.251,2.2099999999999973,99.0,15.85,0.0,3.049999999999999
1799,scene-0001,1531883542049384,1531883542391339,6efa17d08f464d72bbf5613e7149a5b0,313c2253642c46a3a082b687a10ff225,"[973.859, 651.358, 0.0]","[967.384, 652.157, 1.5]",6.694,37.2,18.9,180,0,180,0,19.96,99.0,18.9,-92.306,0.0,8.67,17.77,-1.976,1.129999999999999,99.0,17.77,-92.306,1.129999999999999,99.0,16.69,-92.306,2.2099999999999973,10.749,16.69,-4.055000000000001,2.2099999999999973
1801,scene-0001,1531883542549247,1531883542890925,vehicle_info,ec82914025214e10b88b887d91adf6e7,"[972.024, 653.244, 0.0]","[972.024, 653.244, 0.0]",99.0,36.5,19.96,180,0,159,0,20.94,6.694,18.9,92.306,1.0600000000000023,99.0,18.9,0.0,1.0600000000000023,8.67,17.77,90.33,2.1900000000000013,99.0,17.77,0.0,2.1900000000000013,99.0,16.69,0.0,3.2699999999999996
1806,scene-0001,1531883543048563,1531883543391093,vehicle_info,52a22c3edca1431789ecfb9bb65a01ff,"[969.99, 655.177, 0.0]","[969.99, 655.177, 0.0]",99.0,13.3,20.94,159,0,130,0,21.84,99.0,19.96,0.0,0.9800000000000004,6.694,18.9,92.306,2.0400000000000027,99.0,18.9,0.0,2.0400000000000027,8.67,17.77,90.33,3.1700000000000017,99.0,17.77,0.0,3.1700000000000017
1809,scene-0001,1531883543548442,1531883543891177,vehicle_info,2531f1309b364aa58fef2bb536d6639b,"[967.8, 657.11, 0.0]","[967.8, 657.11, 0.0]",99.0,4.4,21.84,130,0,102,0,22.38,99.0,20.94,0.0,0.8999999999999986,99.0,19.96,0.0,1.879999999999999,6.694,18.9,92.306,2.9400000000000013,99.0,18.9,0.0,2.9400000000000013,8.67,17.77,90.33,4.07
1814,scene-0001,1531883544049671,1531883544391265,vehicle_info,e380df67fa3d49c7add4657b69605cdc,"[965.462, 659.105, 0.0]","[965.462, 659.105, 0.0]",99.0,2.2,22.38,102,0,63,0,22.68,99.0,21.84,0.0,0.5399999999999991,99.0,20.94,0.0,1.4399999999999977,99.0,19.96,0.0,2.419999999999998,6.694,18.9,92.306,3.4800000000000004,99.0,18.9,0.0,3.4800000000000004
1817,scene-0001,1531883544549301,1531883544891045,vehicle_info,903d85bfc48b437ea725fe1c32bf3401,"[963.076, 661.123, 0.0]","[963.076, 661.123, 0.0]",99.0,2.3,22.68,63,0,55,0,22.62,99.0,22.38,0.0,0.3000000000000007,99.0,21.84,0.0,0.8399999999999999,99.0,20.94,0.0,1.7399999999999984,99.0,19.96,0.0,2.719999999999999,6.694,18.9,92.306,3.780000000000001
1821,scene-0001,1531883545049175,1531883545390799,vehicle_info,a62e12cf09b94b25a116bf70cf35e861,"[960.629, 663.172, 0.0]","[960.629, 663.172, 0.0]",99.0,8.6,22.62,55,0,115,0,22.57,99.0,22.68,0.0,-0.05999999999999872,99.0,22.38,0.0,0.240000000000002,99.0,21.84,0.0,0.7800000000000011,99.0,20.94,0.0,1.6799999999999997,99.0,19.96,0.0,2.66
1826,scene-0001,1531883545549635,1531883545891033,vehicle_info,e84aea79175942398074b3f7f93f7fea,"[958.154, 665.225, 0.0]","[958.154, 665.225, 0.0]",99.0,5.1,22.57,115,0,76,0,22.9,99.0,22.62,0.0,-0.05000000000000071,99.0,22.68,0.0,-0.10999999999999943,99.0,22.38,0.0,0.19000000000000128,99.0,21.84,0.0,0.7300000000000004,99.0,20.94,0.0,1.629999999999999
1829,scene-0001,1531883546049478,1531883546391067,vehicle_info,fb90e4c770134c2ebbfb7312f08e059e,"[955.705, 667.24, 0.0]","[955.705, 667.24, 0.0]",99.0,9.0,22.9,76,0,53,0,22.92,99.0,22.57,0.0,0.3299999999999983,99.0,22.62,0.0,0.2799999999999976,99.0,22.68,0.0,0.21999999999999886,99.0,22.38,0.0,0.5199999999999996,99.0,21.84,0.0,1.0599999999999987
1830,scene-0001,1531883546548810,1531883546891149,vehicle_info,847d19905eb24a379479a944ac3dc6d5,"[953.251, 669.237, 0.0]","[953.251, 669.237, 0.0]",99.0,8.9,22.92,53,0,50,0,22.73,99.0,22.9,0.0,0.020000000000003126,99.0,22.57,0.0,0.3500000000000014,99.0,22.62,0.0,0.3000000000000007,99.0,22.68,0.0,0.240000000000002,99.0,22.38,0.0,0.5400000000000027
1833,scene-0001,1531883547049256,1531883547391404,vehicle_info,bdf525c2d1d841199bf52a46e91e5d5e,"[950.704, 671.269, 0.0]","[950.704, 671.269, 0.0]",99.0,11.7,22.73,50,0,53,0,22.51,99.0,22.92,0.0,-0.19000000000000128,99.0,22.9,0.0,-0.16999999999999815,99.0,22.57,0.0,0.16000000000000014,99.0,22.62,0.0,0.10999999999999943,99.0,22.68,0.0,0.05000000000000071
1834,scene-0001,1531883547549125,1531883547891038,vehicle_info,84b5d2fbf0c24b23893f4d037c306b3a,"[948.14, 673.265, 0.0]","[948.14, 673.265, 0.0]",99.0,19.6,22.51,53,0,63,0,22.22,99.0,22.73,0.0,-0.21999999999999886,99.0,22.92,0.0,-0.41000000000000014,99.0,22.9,0.0,-0.389999999999997,99.0,22.57,0.0,-0.05999999999999872,99.0,22.62,0.0,-0.10999999999999943
1837,scene-0001,1531883547949456,1531883548390639,vehicle_info,d73b8f7d5b574b2ea0f11de439db47d9,"[946.102, 674.786, 0.0]","[946.102, 674.786, 0.0]",99.0,15.7,22.22,63,0,66,0,22.05,99.0,22.51,0.0,-0.2900000000000027,99.0,22.73,0.0,-0.5100000000000016,99.0,22.92,0.0,-0.7000000000000028,99.0,22.9,0.0,-0.6799999999999997,99.0,22.57,0.0,-0.3500000000000014
1839,scene-0001,1531883548449322,1531883548891328,vehicle_info,54fc3928a8bf4fa483ae707a07c9da60,"[943.553, 676.584, 0.0]","[943.553, 676.584, 0.0]",99.0,1.5,22.05,66,0,138,0,21.91,99.0,22.22,0.0,-0.16999999999999815,99.0,22.51,0.0,-0.46000000000000085,99.0,22.73,0.0,-0.6799999999999997,99.0,22.92,0.0,-0.870000000000001,99.0,22.9,0.0,-0.8499999999999979
1841,scene-0001,1531883548949210,1531883549391080,vehicle_info,1735e827e28040969f9172469b5f71a5,"[940.99, 678.338, 0.0]","[940.99, 678.338, 0.0]",99.0,-6.7,21.91,138,0,161,0,22.44,99.0,22.05,0.0,-0.14000000000000057,99.0,22.22,0.0,-0.3099999999999987,99.0,22.51,0.0,-0.6000000000000014,99.0,22.73,0.0,-0.8200000000000003,99.0,22.92,0.0,-1.0100000000000016
1842,scene-0001,1531883549449081,1531883549891252,vehicle_info,6518b3cced45431b8f8809c040fa0bd7,"[938.456, 680.094, 0.0]","[938.456, 680.094, 0.0]",99.0,-18.8,22.44,161,0,149,0,23.12,99.0,21.91,0.0,0.5300000000000011,99.0,22.05,0.0,0.39000000000000057,99.0,22.22,0.0,0.22000000000000242,99.0,22.51,0.0,-0.07000000000000028,99.0,22.73,0.0,-0.28999999999999915
3190,scene-0013,1531885341048090,1531885341384021,vehicle_info,4de7963785f34de7afb9e5aae3ce6f9f,"[1230.4, 575.78, 0.0]","[1230.4, 575.78, 0.0]",99.0,14.3,20.38,0,0,14,0,19.48,34.176,20.38,64.824,0.0,34.928000000000004,21.29,64.072,-0.9100000000000001,99.0,21.29,0.0,-0.9100000000000001,35.794000000000004,22.17,63.205999999999996,-1.7900000000000027,99.0,22.17,0.0,-1.7900000000000027
3191,scene-0013,1531885341547976,1531885341883890,6e298f45ca39473887bfe3df4a71e34f,fe41819367bd495f9a3d078073dc1a9f,"[1230.742, 578.652, 0.0]","[1231.991, 612.582, 1.482]",33.985,14.3,19.48,14,0,58,0,19.03,99.0,20.38,-65.015,-0.8999999999999986,34.176,20.38,-0.1910000000000025,-0.8999999999999986,34.928000000000004,21.29,-0.943000000000005,-1.8099999999999987,99.0,21.29,-65.015,-1.8099999999999987,35.794000000000004,22.17,-1.8090000000000046,-2.6900000000000013
3193,scene-0013,1531885341547976,1531885341883890,vehicle_info,480ea4e6cd7b4fc7b46ace2b8001fd19,"[1230.742, 578.652, 0.0]","[1230.742, 578.652, 0.0]",99.0,14.3,19.48,14,0,58,0,19.03,33.985,19.48,65.015,0.0,99.0,20.38,0.0,-0.8999999999999986,34.176,20.38,64.824,-0.8999999999999986,34.928000000000004,21.29,64.072,-1.8099999999999987,99.0,21.29,0.0,-1.8099999999999987
3195,scene-0013,1531885342048387,1531885342383484,6e298f45ca39473887bfe3df4a71e34f,a381dba7608647d5966a2c44c65b6afa,"[1231.028, 581.43, 0.0]","[1231.867, 615.273, 1.461]",33.885,16.8,19.03,58,0,109,0,19.15,99.0,19.48,-65.11500000000001,-0.4499999999999993,33.985,19.48,-0.10000000000000142,-0.4499999999999993,99.0,20.38,-65.11500000000001,-1.3499999999999979,34.176,20.38,-0.2910000000000039,-1.3499999999999979,34.928000000000004,21.29,-1.0430000000000064,-2.259999999999998
3198,scene-0013,1531885342048387,1531885342383484,vehicle_info,31815eedcec04d4892ae361262825ded,"[1231.028, 581.43, 0.0]","[1231.028, 581.43, 0.0]",99.0,16.8,19.03,58,0,109,0,19.15,33.885,19.03,65.11500000000001,0.0,99.0,19.48,0.0,-0.4499999999999993,33.985,19.48,65.015,-0.4499999999999993,99.0,20.38,0.0,-1.3499999999999979,34.176,20.38,64.824,-1.3499999999999979
