,vehicle_speed,steering,throttle,left_signal,right_signal,signal
18,27.310000000000002,-3.700000000000273,17,0,1,2
19,26.94,-7.099999999999909,0,0,1,2
20,26.16,-8.0,0,0,1,2
21,25.25,-6.400000000000091,0,0,1,2
22,24.13,-2.400000000000091,0,0,1,2
23,22.98,-1.800000000000182,0,0,0,0
24,21.72,9.599999999999909,0,0,0,0
25,20.29,7.699999999999818,0,0,0,0
26,18.55,7.0,0,0,0,0
27,16.740000000000002,7.199999999999818,0,0,0,0
28,14.870000000000001,7.199999999999818,0,0,0,0
29,15.23,7.199999999999818,213,0,0,0
30,17.05,6.0,296,0,0,0
31,19.47,3.199999999999818,322,0,0,0
32,21.86,2.5,306,0,0,0
33,23.96,2.400000000000091,306,0,0,0
34,25.88,2.299999999999727,275,0,0,0
35,27.7,1.900000000000091,272,0,0,0
36,29.28,0.599999999999909,198,0,0,0
37,30.48,1.0,177,0,0,0
38,31.490000000000002,0.7999999999997272,174,0,0,0
39,32.33,0.6999999999998181,138,0,0,0
0,0.0,5.400000000000091,0,0,0,0
1,0.0,5.400000000000091,0,0,0,0
2,0.0,5.400000000000091,0,0,0,0
3,0.0,5.400000000000091,0,0,0,0
4,0.0,7.099999999999909,34,0,0,0
5,1.76,31.699999999999818,47,0,0,0
6,3.11,31.90000000000009,76,0,0,0
7,4.48,26.40000000000009,83,0,0,0
8,5.69,6.400000000000091,83,0,0,0
9,6.37,28.0,0,0,0,0
10,6.41,-5.900000000000091,0,0,0,0
11,5.8,-24.09999999999991,0,0,0,0
12,4.97,-24.200000000000273,0,0,0,0
13,4.13,-23.90000000000009,0,0,0,0
14,3.69,-24.09999999999991,0,1,0,1
15,3.17,-24.800000000000182,0,1,0,1
16,2.6,-26.09999999999991,0,1,0,1
17,2.94,-24.0,0,1,0,1
18,3.93,-10.5,0,1,0,1
19,4.3500000000000005,1.400000000000091,0,1,0,1
20,4.69,6.299999999999727,0,1,0,1
21,4.13,29.5,0,1,0,1
22,4.29,31.0,0,1,0,1
23,3.91,25.40000000000009,0,0,0,0
24,3.29,-4.300000000000182,0,0,0,0
25,2.64,-4.099999999999909,0,0,0,0
26,2.96,-4.0,78,0,0,0
27,4.25,-4.0,117,0,0,0
28,6.0600000000000005,-1.800000000000182,146,0,0,0
29,8.03,20.699999999999818,146,0,0,0
30,9.72,20.299999999999727,143,0,0,0
31,11.23,17.699999999999818,143,0,0,0
32,12.48,0.7999999999997272,99,0,0,0
33,13.13,-4.5,0,0,0,0
34,13.0,-12.0,0,0,0,0
35,12.41,-4.900000000000091,0,0,0,0
36,11.18,-2.700000000000273,0,1,0,1
37,9.59,-0.8000000000001819,0,1,0,1
38,7.8500000000000005,0.1999999999998181,0,0,0,0
0,15.14,-1.099999999999909,63,0,0,0
1,15.65,-2.5,102,0,0,0
2,16.32,0.29999999999972715,177,0,0,0
3,17.55,0.1999999999998181,151,0,0,0
4,18.57,0.599999999999909,193,0,0,0
5,19.64,1.5,197,0,0,0
6,20.68,1.5,197,0,0,0
7,21.76,-0.599999999999909,197,0,0,0
8,22.79,-1.0,197,0,0,0
9,23.55,1.599999999999909,190,0,0,0
10,24.59,1.5,190,0,0,0
11,25.5,5.900000000000091,184,0,0,0
12,26.18,9.099999999999909,182,0,0,0
13,26.96,7.900000000000091,182,0,0,0
14,27.76,3.799999999999727,117,0,0,0
15,28.39,3.0,104,0,0,0
16,28.66,0.5,58,0,0,0
17,28.63,-5.200000000000273,141,0,0,0
18,29.22,-6.400000000000091,166,0,0,0
19,29.93,-4.400000000000091,174,0,0,0
20,30.95,-4.099999999999909,158,0,0,0
21,31.66,-3.0,135,0,0,0
22,32.28,-3.0,91,0,0,0
23,32.33,-2.900000000000091,74,0,0,0
24,32.2,-1.099999999999909,0,0,0,0
25,31.68,-2.900000000000091,1,0,0,0
26,30.8,-0.3000000000001819,14,0,0,0
27,30.150000000000002,-0.900000000000091,117,0,0,0
28,30.42,-2.0,154,0,0,0
29,30.75,-0.599999999999909,68,0,0,0
30,30.73,-0.5,74,0,0,0
31,30.71,5.900000000000091,118,0,0,0
32,30.98,6.799999999999727,122,0,0,0
33,31.28,5.5,122,0,0,0
34,31.650000000000002,-4.599999999999909,112,0,0,0
35,31.96,-6.900000000000091,96,0,0,0
36,32.19,-3.200000000000273,92,0,0,0
37,32.39,-2.300000000000182,83,0,0,0
38,32.26,-1.7000000000002728,66,0,0,0
39,32.08,-0.40000000000009095,26,0,0,0
0,24.25,12.599999999999909,0,0,0,0
1,23.84,14.199999999999818,0,0,0,0
2,23.16,13.599999999999909,0,0,0,0
3,22.26,10.5,0,1,0,1
4,21.29,10.5,0,1,0,1
5,20.25,14.900000000000091,0,1,0,1
6,19.59,17.199999999999818,61,1,0,1
7,19.27,19.699999999999818,61,1,0,1
8,19.11,23.09999999999991,99,1,0,1
9,19.29,26.40000000000009,109,1,0,1
10,19.650000000000002,30.09999999999991,159,1,0,1
11,20.43,35.29999999999973,182,1,0,1
12,21.32,30.59999999999991,175,1,0,1
13,22.29,16.90000000000009,156,1,0,1
14,23.07,8.5,71,1,0,1
15,23.27,-4.400000000000091,84,0,0,0
16,23.1,-5.5,0,0,0,0
17,22.55,-3.599999999999909,0,0,0,0
18,21.51,-2.599999999999909,0,0,1,2
19,20.73,-2.0,0,0,1,2
20,19.73,1.699999999999818,0,0,1,2
21,18.580000000000002,4.400000000000091,0,0,1,2
22,17.32,4.699999999999818,0,0,1,2
23,16.18,7.799999999999727,0,0,1,2
24,14.91,6.199999999999818,0,0,1,2
25,13.76,2.900000000000091,0,0,1,2
26,12.48,3.5,0,0,1,2
27,11.36,3.599999999999909,0,0,1,2
28,10.21,4.400000000000091,0,0,1,2
29,9.33,4.5,0,0,1,2
30,8.44,3.799999999999727,0,0,1,2
31,7.890000000000001,-4.300000000000182,0,0,1,2
32,7.29,-8.200000000000273,0,0,1,2
33,6.93,-23.5,0,0,1,2
34,6.45,-64.90000000000009,0,0,1,2
35,5.99,-106.90000000000009,0,0,1,2
36,5.58,-127.90000000000009,0,0,1,2
37,4.9,-162.4000000000001,0,0,1,2
38,4.12,-216.4000000000001,0,0,0,0
0,34.7,-3.599999999999909,0,0,0,0
1,33.160000000000004,-3.5,0,0,0,0
2,31.7,-5.900000000000091,0,0,0,0
3,30.36,-5.099999999999909,0,0,0,0
4,28.96,-3.800000000000182,0,0,0,0
5,27.53,1.5,0,0,0,0
6,26.240000000000002,1.2999999999997272,0,0,0,0
7,25.2,0.5,0,0,1,2
8,24.28,-3.300000000000182,0,0,1,2
9,23.32,-6.599999999999909,0,0,1,2
10,21.990000000000002,-14.900000000000091,0,0,1,2
11,20.240000000000002,-14.300000000000182,0,0,1,2
12,18.38,-11.800000000000182,0,0,1,2
13,16.45,-29.09999999999991,0,0,1,2
14,14.5,-46.90000000000009,0,0,1,2
15,13.41,-64.30000000000018,0,0,1,2
16,13.200000000000001,-66.70000000000027,0,0,1,2
17,13.06,-64.40000000000009,11,0,1,2
18,13.23,-12.800000000000182,50,0,1,2
19,13.81,27.40000000000009,53,0,0,0
20,14.49,52.79999999999973,47,1,0,1
21,15.07,79.79999999999973,0,1,0,1
22,15.450000000000001,99.19999999999982,0,1,0,1
23,15.66,102.69999999999982,0,1,0,1
24,15.77,68.19999999999982,0,1,0,1
25,15.74,40.79999999999973,0,1,0,1
26,15.43,37.09999999999991,0,1,0,1
27,14.9,37.29999999999973,0,1,0,1
28,14.290000000000001,44.40000000000009,0,1,0,1
29,13.8,78.40000000000009,0,1,0,1
30,13.72,124.29999999999973,0,1,0,1
31,13.620000000000001,167.79999999999973,0,1,0,1
32,13.32,188.4000000000001,29,1,0,1
33,13.42,212.5,73,1,0,1
34,13.75,241.19999999999982,0,1,0,1
35,13.41,248.4000000000001,0,1,0,1
36,12.77,235.4000000000001,0,1,0,1
37,11.91,179.79999999999973,0,0,0,0
38,11.22,126.79999999999973,37,0,0,0
39,11.03,54.59999999999991,66,0,0,0
0,19.21,1.900000000000091,239,0,0,0
1,20.240000000000002,2.199999999999818,250,0,0,0
2,21.17,1.099999999999909,254,0,0,0
3,22.31,1.7999999999997272,273,0,0,0
4,23.43,-0.20000000000027285,273,0,0,0
5,24.25,0.09999999999990905,237,1,0,1
6,24.96,0.09999999999990905,205,1,0,1
7,25.1,-0.900000000000091,148,1,0,1
8,24.72,-1.800000000000182,0,1,0,1
9,23.650000000000002,-2.599999999999909,0,1,0,1
10,22.1,-2.5,0,1,0,1
11,20.080000000000002,-2.300000000000182,0,1,0,1
12,18.23,-0.8000000000001819,0,1,0,1
13,16.44,1.199999999999818,0,1,0,1
14,14.52,3.699999999999818,0,1,0,1
15,12.6,5.900000000000091,0,1,0,1
16,10.94,14.299999999999727,0,1,0,1
17,9.57,54.59999999999991,58,1,0,1
18,9.09,99.09999999999991,61,1,0,1
19,9.08,158.69999999999982,68,1,0,1
20,9.22,226.29999999999973,68,1,0,1
21,9.35,278.2999999999997,104,1,0,1
22,9.97,316.0999999999999,114,1,0,1
23,10.84,298.7999999999997,159,1,0,1
24,12.07,184.5999999999999,180,1,0,1
25,13.6,49.19999999999982,211,0,0,0
26,15.370000000000001,-5.599999999999909,218,0,0,0
27,17.12,-17.59999999999991,234,0,0,0
28,18.75,-17.5,241,0,0,0
29,20.38,-14.0,241,0,0,0
30,21.92,-13.599999999999909,179,0,0,0
31,23.06,-10.5,166,0,0,0
32,24.09,-8.700000000000273,172,0,0,0
33,24.86,-7.800000000000182,169,0,0,0
34,25.53,-7.700000000000273,130,0,0,0
35,25.95,-7.400000000000091,74,0,0,0
36,25.91,-3.300000000000182,47,0,0,0
37,25.490000000000002,-2.5,87,0,0,0
38,25.52,-3.099999999999909,97,0,0,0
0,25.59,-1.0,105,0,0,0
1,25.73,1.0,105,0,0,0
2,25.71,2.099999999999909,105,0,0,0
3,25.87,0.09999999999990905,105,0,0,0
4,26.0,-2.700000000000273,112,0,0,0
5,26.28,-1.300000000000182,125,0,0,0
6,26.53,-0.900000000000091,125,0,0,0
7,26.89,-1.0,107,0,0,0
8,27.03,-0.599999999999909,107,0,0,0
9,27.23,1.5,107,0,0,0
10,27.36,2.0,107,1,0,1
11,27.45,1.699999999999818,84,1,0,1
12,27.36,1.0,34,1,0,1
13,26.82,-3.300000000000182,0,1,0,1
14,25.96,-0.5,0,1,0,1
15,25.150000000000002,2.299999999999727,0,1,0,1
16,23.89,8.900000000000091,0,1,0,1
17,22.67,17.299999999999727,0,1,0,1
18,21.25,36.5,0,1,0,1
19,19.64,64.09999999999991,0,1,0,1
20,17.68,94.0,0,1,0,1
21,15.66,114.5,0,1,0,1
22,13.700000000000001,148.0,0,1,0,1
23,12.38,166.5,0,1,0,1
24,11.57,174.4000000000001,0,1,0,1
25,11.09,181.29999999999973,0,1,0,1
26,10.99,186.19999999999982,24,1,0,1
27,11.56,187.0,61,1,0,1
28,12.49,181.9000000000001,53,1,0,1
29,13.39,170.79999999999973,53,1,0,1
30,14.1,159.4000000000001,8,1,0,1
31,14.52,159.29999999999973,60,1,0,1
32,15.18,148.4000000000001,91,1,0,1
33,16.23,136.79999999999973,146,1,0,1
34,17.87,125.79999999999973,213,1,0,1
35,19.82,84.40000000000009,213,1,0,1
36,21.82,30.90000000000009,213,1,0,1
37,23.86,13.099999999999909,213,1,0,1
38,25.85,3.5,213,0,0,0
0,29.62,-1.800000000000182,172,0,0,0
1,31.23,-0.599999999999909,149,0,0,0
2,32.53,-0.20000000000027285,133,0,0,0
3,33.660000000000004,-0.40000000000009095,87,0,0,0
4,34.5,-0.20000000000027285,65,0,0,0
5,35.08,0.1999999999998181,58,0,0,0
6,35.46,-0.7000000000002728,58,0,0,0
7,35.92,0.1999999999998181,55,0,0,0
8,36.31,-0.09999999999990905,6,0,0,0
9,36.35,-1.0,0,0,0,0
10,36.06,-0.900000000000091,0,0,0,0
11,35.72,-1.900000000000091,0,0,0,0
12,35.22,-1.300000000000182,0,0,0,0
13,34.800000000000004,-0.5,0,0,0,0
14,34.32,-0.5,0,0,0,0
15,33.87,-0.5,0,0,0,0
16,33.37,-0.20000000000027285,27,0,0,0
17,33.29,-1.099999999999909,30,0,0,0
18,33.25,-1.099999999999909,34,0,0,0
19,33.33,-1.2000000000002728,37,0,0,0
20,33.5,-0.599999999999909,37,0,0,0
21,33.65,-0.599999999999909,63,0,0,0
22,34.11,-0.599999999999909,70,0,0,0
23,34.52,-0.599999999999909,70,0,0,0
24,35.04,-0.7000000000002728,70,0,0,0
25,35.480000000000004,-0.7000000000002728,66,0,0,0
26,35.94,-0.8000000000001819,57,0,0,0
27,36.18,-1.0,0,0,0,0
28,35.92,-1.099999999999909,0,0,0,0
29,35.56,-1.7000000000002728,0,0,0,0
30,35.03,-1.300000000000182,0,0,0,0
31,34.410000000000004,-1.2000000000002728,0,0,0,0
32,33.99,-1.400000000000091,0,0,0,0
33,33.37,-1.300000000000182,0,0,0,0
34,32.9,-0.8000000000001819,0,0,0,0
35,32.36,-1.800000000000182,0,0,0,0
36,31.04,-1.800000000000182,0,0,0,0
37,29.44,-3.0,0,0,0,0
38,27.5,-2.099999999999909,0,0,0,0
0,18.580000000000002,-138.5,167,0,0,0
1,19.77,-81.80000000000018,210,0,0,0
2,21.2,-38.20000000000027,228,0,0,0
3,22.69,-16.40000000000009,242,0,0,0
4,24.21,-9.599999999999909,246,0,0,0
5,25.77,-5.700000000000273,246,0,0,0
6,27.17,-0.40000000000009095,246,0,0,0
7,28.72,0.09999999999990905,246,1,0,1
8,30.32,1.599999999999909,246,1,0,1
9,31.82,-3.900000000000091,218,1,0,1
10,33.03,-2.900000000000091,179,1,0,1
11,33.89,0.40000000000009095,159,1,0,1
12,34.5,0.1999999999998181,153,1,0,1
13,35.1,-0.40000000000009095,131,1,0,1
14,35.5,0.09999999999990905,128,1,0,1
15,35.9,-1.300000000000182,105,1,0,1
16,36.25,-0.3000000000001819,102,1,0,1
17,36.39,-0.20000000000027285,92,1,0,1
18,36.56,-0.20000000000027285,92,1,0,1
19,36.68,-0.20000000000027285,92,1,0,1
20,36.81,-1.0,92,1,0,1
21,36.95,0.40000000000009095,76,1,0,1
22,37.01,0.7999999999997272,76,1,0,1
23,37.02,-1.900000000000091,60,1,0,1
24,36.730000000000004,-1.400000000000091,16,1,0,1
25,36.0,-1.400000000000091,16,1,0,1
26,35.26,-1.400000000000091,22,1,0,1
27,34.410000000000004,-0.900000000000091,22,1,0,1
28,33.7,5.699999999999818,22,1,0,1
29,32.93,9.699999999999818,42,1,0,1
30,32.62,14.599999999999909,52,1,0,1
31,32.42,14.400000000000091,55,1,0,1
32,32.24,9.599999999999909,81,1,0,1
33,32.32,0.6999999999998181,94,1,0,1
34,32.59,-12.5,101,1,0,1
35,32.9,-18.0,130,1,0,1
36,33.3,-16.59999999999991,151,0,0,0
37,33.980000000000004,-10.5,175,0,0,0
38,34.72,-8.300000000000182,175,0,0,0
39,35.46,-3.5,172,0,0,0
0,11.16,195.9000000000001,0,1,0,1
1,10.06,187.5,0,0,1,2
2,9.13,132.5999999999999,0,0,1,2
3,8.34,39.79999999999973,0,0,1,2
4,7.890000000000001,-38.0,53,0,1,2
5,8.17,-41.59999999999991,114,0,0,0
6,8.98,-24.09999999999991,120,0,0,0
7,9.950000000000001,36.69999999999982,149,0,0,0
8,11.17,91.29999999999973,175,0,0,0
9,12.530000000000001,114.90000000000009,192,0,0,0
10,13.93,105.09999999999991,166,1,0,1
11,15.11,52.69999999999982,156,1,0,1
12,16.11,16.40000000000009,159,1,0,1
13,17.1,1.699999999999818,162,1,0,1
14,18.3,-1.099999999999909,159,1,0,1
15,18.84,-1.900000000000091,21,0,0,0
16,18.79,3.299999999999727,87,0,0,0
17,19.45,8.799999999999727,120,0,0,0
18,19.95,9.799999999999727,76,0,0,0
19,19.990000000000002,6.799999999999727,4,1,0,1
20,19.64,4.799999999999727,0,1,0,1
21,19.0,0.40000000000009095,0,1,0,1
22,18.26,-1.300000000000182,24,1,0,1
23,17.8,-8.099999999999909,40,1,0,1
24,17.57,-7.700000000000273,50,1,0,1
25,17.43,-9.400000000000091,47,1,0,1
26,17.330000000000002,-9.5,24,1,0,1
27,17.04,-8.700000000000273,34,1,0,1
28,16.78,-14.200000000000273,43,1,1,2
29,16.55,-14.300000000000182,43,1,1,2
30,16.41,0.5,43,1,0,1
31,16.25,33.5,74,1,0,1
32,16.36,36.79999999999973,81,1,0,1
33,16.65,35.0,110,1,0,1
34,17.240000000000002,21.799999999999727,125,1,0,1
35,17.95,6.299999999999727,122,1,0,1
36,18.69,1.400000000000091,122,1,0,1
37,19.240000000000002,8.5,87,1,0,1
38,19.490000000000002,9.299999999999727,87,1,0,1
0,24.48,33.5,203,0,0,0
1,25.7,39.09999999999991,203,0,0,0
2,26.77,40.5,203,0,0,0
3,27.59,37.79999999999973,203,0,0,0
4,28.310000000000002,32.59999999999991,203,0,0,0
5,28.95,33.0,203,0,0,0
6,29.740000000000002,32.90000000000009,203,0,0,0
7,30.41,29.59999999999991,221,0,0,0
8,31.04,25.799999999999727,221,0,0,0
9,31.46,19.59999999999991,221,0,0,0
10,32.03,10.5,208,0,0,0
11,32.38,3.0,171,0,0,0
12,32.95,2.699999999999818,171,0,0,0
13,33.32,2.400000000000091,167,0,0,0
14,33.68,1.2999999999997272,171,0,0,0
15,33.92,-1.900000000000091,190,0,0,0
16,34.2,-5.700000000000273,206,0,0,0
17,34.62,-10.900000000000091,221,0,0,0
18,35.08,-10.700000000000273,241,0,0,0
19,35.550000000000004,-10.800000000000182,241,0,0,0
20,36.07,-12.700000000000273,241,0,0,0
21,36.46,-13.0,208,0,0,0
22,36.75,-13.599999999999909,182,0,0,0
23,36.86,-13.099999999999909,182,0,0,0
24,36.87,-15.900000000000091,133,0,0,0
25,36.660000000000004,-19.800000000000182,123,0,0,0
26,36.35,-18.700000000000273,101,0,0,0
27,35.67,-14.0,79,0,0,0
28,34.92,-8.200000000000273,58,0,0,0
29,34.06,-0.900000000000091,48,0,0,0
30,33.14,9.199999999999818,0,0,0,0
31,31.96,15.299999999999727,0,0,0,0
32,30.59,24.799999999999727,0,0,0,0
33,29.18,34.19999999999982,0,0,0,0
34,27.8,38.59999999999991,0,0,0,0
35,26.72,38.59999999999991,0,0,0,0
36,25.89,35.09999999999991,0,0,0,0
37,24.91,29.199999999999818,0,0,0,0
38,24.09,26.40000000000009,0,0,0,0
39,23.07,19.09999999999991,0,0,0,0
0,22.17,17.59999999999991,0,0,0,0
1,21.29,14.299999999999727,0,0,0,0
2,20.38,14.299999999999727,0,0,0,0
3,19.48,14.299999999999727,14,0,0,0
4,19.03,16.799999999999727,58,0,0,0
5,19.150000000000002,18.0,109,0,0,0
6,19.740000000000002,19.699999999999818,128,0,0,0
7,20.59,23.0,141,0,0,0
8,21.63,14.799999999999727,141,0,0,0
9,22.55,8.400000000000091,110,0,0,0
10,23.19,3.199999999999818,94,0,0,0
11,23.68,3.400000000000091,94,0,0,0
12,24.01,3.400000000000091,74,0,0,0
13,24.2,3.699999999999818,74,0,0,0
14,24.34,3.199999999999818,74,0,0,0
15,24.55,1.7999999999997272,78,0,0,0
16,24.87,-0.20000000000027285,78,0,0,0
17,25.03,-1.800000000000182,78,0,0,0
18,25.3,-3.400000000000091,81,0,0,0
19,25.47,-4.5,84,0,0,0
20,25.85,-3.700000000000273,86,0,0,0
21,26.13,-3.300000000000182,92,0,0,0
22,26.2,-2.900000000000091,109,0,0,0
23,26.44,-2.800000000000182,115,0,0,0
24,26.76,-2.5,131,0,0,0
25,27.27,-2.5,135,0,0,0
26,28.05,2.0,135,0,0,0
27,28.560000000000002,2.299999999999727,135,0,0,0
28,29.04,0.599999999999909,112,0,0,0
29,29.53,-2.5,109,0,0,0
30,29.71,-2.5,63,0,0,0
31,29.580000000000002,-2.400000000000091,57,0,0,0
32,29.29,-2.0,42,0,0,0
33,28.92,0.5,17,0,0,0
34,28.25,4.599999999999909,11,0,0,0
35,27.46,15.5,11,0,0,0
36,26.53,32.09999999999991,45,0,0,0
37,26.060000000000002,42.59999999999991,70,0,0,0
38,25.59,55.79999999999973,73,0,0,0
0,0.0,-12.0,0,0,0,0
1,0.0,-12.0,0,0,0,0
2,0.0,-12.0,0,0,0,0
3,0.0,-12.0,0,0,0,0
4,0.0,-12.0,0,0,0,0
5,0.0,-12.0,0,0,0,0
6,0.0,-12.0,0,0,0,0
7,0.0,-12.0,0,0,0,0
8,0.0,-4.5,83,0,0,0
9,1.54,-1.7000000000002728,89,0,0,0
10,3.4,-1.800000000000182,89,0,0,0
11,4.94,-1.800000000000182,110,0,0,0
12,6.68,-18.59999999999991,180,0,0,0
13,8.89,-36.0,184,0,0,0
14,10.97,-42.80000000000018,187,0,0,0
15,12.89,-34.40000000000009,187,0,0,0
16,14.76,-12.900000000000091,187,0,0,0
17,16.51,-12.5,153,0,0,0
18,17.86,-16.0,81,0,0,0
19,18.72,-29.0,65,0,0,0
20,19.22,-38.59999999999991,35,0,0,0
21,19.53,-32.0,39,0,0,0
22,19.79,-27.300000000000182,61,0,0,0
23,20.35,-25.40000000000009,83,0,0,0
24,21.09,-14.400000000000091,89,0,0,0
25,22.05,-8.5,89,0,0,0
26,22.79,-3.599999999999909,19,0,0,0
27,23.36,-3.599999999999909,19,0,0,0
28,23.7,-4.099999999999909,19,0,0,0
29,24.03,-3.099999999999909,32,0,0,0
30,24.35,-4.200000000000273,55,0,0,0
31,24.84,-5.400000000000091,6,0,0,0
32,25.25,-6.5,0,0,0,0
33,25.35,-6.200000000000273,0,0,0,0
34,25.150000000000002,-1.5,0,0,0,0
35,24.96,-3.099999999999909,0,0,0,0
36,24.93,-5.800000000000182,0,0,0,0
37,24.92,-6.200000000000273,0,0,0,0
38,24.87,-11.099999999999909,0,0,0,0
0,24.68,-19.09999999999991,0,0,0,0
1,24.650000000000002,-20.40000000000009,0,0,0,0
2,24.43,-20.59999999999991,0,0,0,0
3,24.25,-18.59999999999991,0,0,0,0
4,24.01,-22.200000000000273,0,0,0,0
5,23.82,-22.200000000000273,0,0,0,0
6,23.580000000000002,-13.700000000000273,0,0,0,0
7,23.32,-15.900000000000091,0,0,0,0
8,23.05,-15.700000000000273,0,0,0,0
9,22.91,-13.700000000000273,0,0,0,0
10,22.67,-9.5,0,0,0,0
11,22.330000000000002,-2.599999999999909,0,0,0,0
12,21.36,0.09999999999990905,0,0,0,0
13,20.0,-1.800000000000182,0,0,0,0
14,18.53,-5.5,0,0,0,0
15,17.26,-11.200000000000273,0,0,0,0
16,16.38,-19.5,0,0,0,0
17,15.82,-22.90000000000009,0,0,0,0
18,15.42,-25.0,0,0,0,0
19,15.0,-24.0,0,0,0,0
20,14.55,-20.0,0,0,0,0
21,14.09,-17.40000000000009,22,0,0,0
22,14.17,-14.300000000000182,102,0,0,0
23,15.030000000000001,-9.599999999999909,102,0,0,0
24,16.080000000000002,0.29999999999972715,102,0,0,0
25,17.150000000000002,3.0,105,0,0,0
26,18.06,2.699999999999818,112,0,0,0
27,19.03,-2.300000000000182,21,0,0,0
28,19.38,-2.700000000000273,0,0,0,0
29,19.3,0.5,0,0,0,0
30,19.03,2.400000000000091,0,0,0,0
31,18.63,-0.20000000000027285,0,0,0,0
32,18.11,-5.300000000000182,0,0,0,0
33,17.62,-10.5,0,0,0,0
34,17.080000000000002,-6.5,0,0,0,0
35,16.67,-0.7000000000002728,76,0,0,0
36,16.92,1.900000000000091,0,0,0,0
37,17.09,4.699999999999818,0,0,0,0
38,16.830000000000002,3.400000000000091,0,0,0,0
39,15.860000000000001,-0.5,0,0,0,0
0,13.41,85.0,53,0,0,0
1,12.94,135.9000000000001,86,1,0,1
2,13.040000000000001,186.79999999999973,83,1,0,1
3,13.22,240.29999999999973,83,1,0,1
4,13.34,246.5,105,1,0,1
5,13.88,202.9000000000001,112,1,0,1
6,14.69,98.40000000000009,158,0,0,0
7,15.84,16.0,164,0,0,0
8,17.05,-9.599999999999909,180,0,0,0
9,18.27,-16.90000000000009,206,0,0,0
10,19.650000000000002,-21.59999999999991,223,0,0,0
11,21.06,-15.800000000000182,223,0,0,0
12,22.56,-16.09999999999991,223,0,0,0
13,23.990000000000002,-7.0,195,0,0,0
14,24.89,-7.0,195,0,0,0
15,25.82,-8.5,151,0,0,0
16,26.39,-4.300000000000182,125,0,0,0
17,26.85,-4.099999999999909,115,0,0,0
18,27.12,-2.300000000000182,96,0,0,0
19,27.150000000000002,-0.900000000000091,89,0,0,0
20,26.95,-0.20000000000027285,76,0,0,0
21,26.87,0.09999999999990905,63,0,0,0
22,26.61,0.09999999999990905,60,0,0,0
23,26.1,0.599999999999909,53,0,0,0
24,25.560000000000002,1.099999999999909,50,0,0,0
25,25.310000000000002,2.299999999999727,47,0,1,2
26,24.76,2.199999999999818,0,0,1,2
27,24.02,-1.400000000000091,0,0,1,2
28,22.98,-3.900000000000091,0,0,1,2
29,21.84,-4.900000000000091,0,0,1,2
30,20.77,-5.800000000000182,0,0,1,2
31,19.56,-10.200000000000273,0,0,1,2
32,18.490000000000002,-21.90000000000009,0,0,1,2
33,17.35,-27.200000000000273,27,0,1,2
34,16.64,-25.59999999999991,63,0,1,2
